,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
18947,Asteroid;1_Ceres;Germany;Austria;Slovakia,Asteroid,Viking,4,3,0,"[0.3261357032362805, 0.022478668010681192, 0.2847827793909848, 0.16012909059184113]","[0.013609228533834214, 0.012987008774343967, 0.16234608663386663, 0.16012909059184113, 1.0000000000000007]","[False, True, False]","[False, True, False, True]",False,False
570,Batman;Scotland;Agriculture;Fossil_fuel;Wood,Batman,Wood,4,3,1,"[0.00982469648640849, 0.03521380311590698, 0.06934377730392101, 0.027329887064186476]","[0.007004201505419259, 0.013353649448705495, 0.0355263652021014, 0.027329887064186476, 1.0000000000000022]","[True, True, False]","[True, True, False, True]",False,False
9469,Caroline_Island;United_Nations;Geneva;World_Trade_Organization;Doha,Caroline_Island,Doha,4,3,1,"[0.04714207914250537, 0.11024784985657005, 0.07845141372109053, 0.1305958394497908]","[0.01223925901914807, 0.03409310156975102, 0.03391474045059351, 0.1305958394497908, 0.9999999999999998]","[True, False, True]","[True, False, True, True]",False,False
1316,Education_in_the_United_States;Spanish_language;Africa;South_Africa;History_of_South_Africa,Education_in_the_United_States,History_of_South_Africa,4,3,1,"[0.06171270392220856, 0.08964721931926967, 0.5288559985334571, 0.6660933215301837]","[0.05483235914418173, 0.05290258717390219, 0.4481514532945169, 0.6660933215301837, 0.9999999999999979]","[True, True, True]","[False, True, True, True]",True,False
13289,Global;Earth;Solar_System;Soviet_Union;Laika,Global,Laika,4,3,1,"[0.13420793554660126, 0.3319328545283022, 0.022524228904772455, 0.11245408567231965]","[0.007533041607451127, 0.038400656818285236, 0.03520648782134409, 0.11245408567231965, 1.000000000000001]","[True, False, True]","[True, False, True, True]",False,False
17553,Anthropology;Linguistics;Language;J._R._R._Tolkien;United_States,Anthropology,Dr._Seuss,4,3,0,"[0.0960999943012476, 0.38149890472005765, 0.05824890965463991, 0.03631371599113804]","[0.09843681997845291, 0.04052376064290762, 0.060748404444093795, 0.03631371599113804, 0.9999999999999998]","[True, False, False]","[False, True, False, True]",False,False
16374,Theatre;Dance;Rainforest;Mammal;Zebra,Theatre,Zebra,4,3,1,"[0.1309595713347672, 0.014854718533504358, 0.05004442171456456, 0.02639381305403988]","[0.003615741833142461, 0.002698358304444707, 0.011950837073910873, 0.02639381305403988, 0.9999999999999984]","[False, True, False]","[False, True, True, True]",False,False
9898,Western_Sahara;Terrorism;Russia;Georgia_%28country%29;South_Ossetia,Western_Sahara,South_Ossetia,4,3,1,"[0.056668064490214096, 0.06079722792794155, 0.24719549220220896, 0.4602249333213001]","[0.05085028129560855, 0.022252457436059175, 0.15522708538395033, 0.4602249333213001, 1.0000000000000007]","[True, True, True]","[False, True, True, True]",True,False
569,Batman;Scotland;Agriculture;Fossil_fuel;Wood,Batman,Wood,4,3,1,"[0.00982469648640849, 0.03521380311590698, 0.06934377730392101, 0.027329887064186476]","[0.007004201505419259, 0.013353649448705495, 0.0355263652021014, 0.027329887064186476, 1.0000000000000022]","[True, True, False]","[True, True, False, True]",False,False
4577,Brain;Sleep;United_States;Computer;Television,Brain,Television,4,3,1,"[0.06997702640115329, 0.019821649029669874, 0.036229024125313446, 0.11320529242544901]","[0.04633405728856167, 0.018046455119888262, 0.06616390345677403, 0.11320529242544901, 0.9999999999999997]","[False, True, True]","[False, True, True, True]",False,False
17686,U.S._Open_%28tennis%29;Hawk-Eye;Cricket;English_language;United_States,U.S. Open (tennis),Frank_Lloyd_Wright,4,3,0,"[0.23353040749061016, 0.2706938999528523, 0.036383167161983775, 0.1636756083880345]","[0.05447944152809976, 0.02428924155373811, 0.03306480380292701, 0.1636756083880345, 0.9999999999999998]","[True, False, True]","[False, True, True, True]",False,False
4252,Asteroid;3_Juno;Germany;Denmark;Viking,Asteroid,Viking,4,3,1,"[0.32073396402171633, 0.030318529108465386, 0.21563867212018917, 0.130823937394943]","[0.012289411951835442, 0.0061627969948857666, 0.05818928743667624, 0.130823937394943, 1.0000000000000009]","[False, True, False]","[False, True, True, True]",False,False
3931,Asteroid;Sun;England;Alfred_the_Great;Viking,Asteroid,Viking,4,3,1,"[0.11993167092839359, 0.02850302728374232, 0.13346058047598353, 0.08625855299445562]","[0.012289411951835442, 0.013700282586267822, 0.12779839139543517, 0.08625855299445562, 1.0000000000000009]","[False, True, False]","[True, True, False, True]",False,False
16713,Tiger_shark;Human;Philosophy;Aristotle;Alexander_the_Great,Tiger_shark,Alexander_the_Great,4,3,1,"[0.04895835342206706, 0.18568901427086568, 0.26743798403341695, 0.11988091985327567]","[0.007185605499261405, 0.04220401616922561, 0.037935598339295225, 0.11988091985327567, 1.0000000000000016]","[True, True, False]","[True, False, True, True]",False,False
7705,Bread;Sesame;Seed;Apple;Johnny_Appleseed,Bread,Johnny_Appleseed,4,3,1,"[0.053760693003569615, 0.24392530582752767, 0.0648153875934202, 0.14816664895402648]","[0.01936960239537091, 0.016192226812694405, 0.04185873432150563, 0.14816664895402648, 1.0000000000000004]","[True, False, True]","[False, True, True, True]",False,False
18842,Bird;Mammal;Whale;Brain;Vertebrate,Bird,Great_white_shark,4,3,0,"[0.11118409989828063, 0.12432131992856543, 0.1840844503978259, 0.29538064394364627]","[0.10803217840362948, 0.12828326186147, 0.09289177459877439, 0.29538064394364627, 0.9999999999999982]","[True, True, True]","[True, False, True, True]",True,False
4793,Brain;Psychology;Language;Communication;Telephone,Brain,Telephone,4,3,1,"[0.17836432623845397, 0.04545998675173576, 0.28685451158153075, 0.06632914254902358]","[0.01987493081672035, 0.016774730449665248, 0.015072104988330557, 0.06632914254902358, 1.0000000000000009]","[False, True, False]","[False, False, True, True]",False,False
18353,Pyramid;Mexico;Salsa_music;Latin_America;Spain,Pyramid,Bean,4,3,0,"[0.038694230531195195, 0.04924214829516053, 0.1505855661492146, 0.23754228145317147]","[0.017674834798191624, 0.18474675963371232, 0.03130821043823987, 0.23754228145317147, 1.0000000000000024]","[True, True, True]","[True, False, True, True]",True,False
17072,William_Hogarth;England;Jet_engine;Concorde;1973_oil_crisis,William_Hogarth,1973_oil_crisis,4,3,1,"[0.09026032763593203, 0.026268083909998696, 0.1938093222665322, 0.036199271656767236]","[0.028301526753771376, 0.05139754476256046, 0.06532876577332641, 0.036199271656767236, 1.0]","[False, True, False]","[True, True, False, True]",False,False
1911,Manchester_United_F.C.;United_States;Rocky_Mountains;Mineral;Pyrite,Manchester_United_F.C.,Pyrite,4,3,1,"[0.1607019763110255, 0.16866687502334887, 0.02971375712263473, 0.15679205496209944]","[0.004476659837928459, 0.016243546164771413, 0.009507903257021399, 0.15679205496209944, 1.0000000000000016]","[True, False, True]","[True, False, True, True]",False,False
20637,Brain;Computer_science;Internet;Optical_fiber;Engineering,Brain,Telephone,4,3,0,"[0.04916586828560618, 0.09915001996411385, 0.035057045482461816, 0.029452195693386866]","[0.05849140294795684, 0.252424950422408, 0.05820487546673685, 0.029452195693386866, 0.9999999999999994]","[True, False, False]","[True, False, False, True]",False,False
14903,Oil_refinery;Earth%27s_atmosphere;Hydrogen;Water;Rain,Oil_refinery,Rain,4,3,1,"[0.05945886169371436, 0.15935355168330806, 0.16261621385389718, 0.15596099949657377]","[0.030996424685014023, 0.04143199053206831, 0.02793778239948453, 0.15596099949657377, 1.0000000000000002]","[True, True, False]","[True, False, True, True]",False,False
12237,Burundi;16th_century;Brazil;Peru;Lake_Titicaca,Burundi,Lake_Titicaca,4,3,1,"[0.01206002098280967, 0.06836015065938396, 0.09935603795473023, 0.17113903293184837]","[0.032614871085577694, 0.005624867837792878, 0.02394378924239418, 0.17113903293184837, 0.9999999999999996]","[True, True, True]","[False, True, True, True]",True,False
9604,Mickey_Mantle;Prostate_cancer;Genetics;Science;Biology,Mickey_Mantle,Biology,4,3,1,"[0.02687374369822343, 0.015700772102099674, 0.062192406950655275, 0.1321344529198679]","[0.008803753665016028, 0.018078528658966517, 0.3273970392880665, 0.1321344529198679, 1.0000000000000007]","[False, True, True]","[True, True, False, True]",False,False
1109,Computer;Charles_Babbage;United_States;Ice_hockey;National_Hockey_League,Computer,National_Hockey_League,4,3,1,"[0.1053122755491251, 0.02115012753093538, 0.09342462821259456, 0.6224449044835769]","[0.015530895727280213, 0.00930483041516948, 0.09445500574388573, 0.6224449044835769, 1.0000000000000009]","[False, True, True]","[False, True, True, True]",False,False
11279,Matrix_%28mathematics%29;World_War_II;Estonia;European_Union;Czech_Republic,Matrix (mathematics),Czech_Republic,4,3,1,"[0.007874051730076524, 0.13921498562979795, 0.14169089236977492, 0.14047171678946135]","[0.004893254579962143, 0.11887989268702777, 0.06467411726100336, 0.14047171678946135, 1.0000000000000002]","[True, True, False]","[True, False, True, True]",False,False
20486,Mark_Antony;English_language;United_States;Olympic_Games;Religion,Mark_Antony,Invasive_species,4,3,0,"[0.01169297871348155, 0.1636756083880345, 0.13265892595186543, 0.03154243757041953]","[0.01493544224336639, 0.05437065133771403, 0.10983517469779769, 0.03154243757041953, 1.0000000000000027]","[True, False, False]","[True, True, False, True]",False,False
17526,HIV;World_Health_Organization;Malaria;Algeria;Algerian_Civil_War,HIV,Permian,4,3,0,"[0.060371538795474355, 0.12532351273719894, 0.021702270985906266, 0.191299036416817]","[0.010583986873622626, 0.025597994784189677, 0.01447607275427973, 0.191299036416817, 1.0000000000000002]","[True, False, True]","[True, False, True, True]",False,False
19566,Ornithischia;Triassic;Jurassic;Ammonite;Extinction,Ornithischia,Clock,4,3,0,"[0.06714447070493418, 0.3551374003675814, 0.17499914934905392, 0.08783951650252204]","[0.027474364204997385, 0.13742486944937068, 0.04395174604818274, 0.08783951650252204, 1.0000000000000018]","[True, False, False]","[True, False, True, True]",False,False
422,Batman;Chemistry;Physics;Special_relativity;Albert_Einstein,Batman,Albert_Einstein,4,3,1,"[0.009190633617316353, 0.24569986520417542, 0.251035549532046, 0.13589512784752]","[0.010724594570339129, 0.06104034582141847, 0.2753056235410543, 0.13589512784752, 1.0]","[True, True, False]","[True, True, False, True]",False,False
9328,Fractal;Music;Ludwig_van_Beethoven;Romanticism;Franz_Schubert,Fractal,Franz_Schubert,4,3,1,"[0.017253432371275853, 0.14202800453517506, 0.22909994720087018, 0.10819058268230085]","[0.007936457454098355, 0.16546849288431156, 0.19077911119088836, 0.10819058268230085, 1.000000000000002]","[True, True, False]","[True, True, False, True]",False,False
14853,Norfolk_Island;France;Algeria;Africa;Horn_of_Africa,Norfolk_Island,Horn_of_Africa,4,3,1,"[0.06782512029628847, 0.20534392702280632, 0.16617935172331477, 0.24719746584776606]","[0.02012418116830434, 0.04781266853600852, 0.03277312339564359, 0.24719746584776606, 0.9999999999999986]","[True, False, True]","[True, False, True, True]",False,False
12179,Brabham;Formula_One;Argentina;Tennis;Stefan_Edberg,Brabham,Stefan_Edberg,4,3,1,"[0.28857089952337334, 0.05611431352992909, 0.04234892047455658, 0.24631517683142337]","[0.023806702234279938, 0.062011250892124475, 0.014676155092922138, 0.24631517683142337, 0.999999999999999]","[False, False, True]","[True, False, True, True]",False,False
6343,Meteorology;Earth;Asia;United_Arab_Emirates;Emirate,Meteorology,Emirate,4,3,1,"[0.16317063619792266, 0.07915200696343429, 0.09053968662010418, 0.15757463028542523]","[0.007616093120704356, 0.006302506913532875, 0.022500480770700607, 0.15757463028542523, 1.0000000000000002]","[False, True, True]","[False, True, True, True]",False,False
5150,Brain;Psychology;Language;Communication;Telephone,Brain,Telephone,4,3,1,"[0.17836432623845397, 0.04545998675173576, 0.28685451158153075, 0.06632914254902358]","[0.01987493081672035, 0.016774730449665248, 0.015072104988330557, 0.06632914254902358, 1.0000000000000009]","[False, True, False]","[False, False, True, True]",False,False
2840,Michael_Faraday;England;English_Channel;France;French_Revolution,Michael_Faraday,French_Revolution,4,3,1,"[0.05019694366581356, 0.08800777304649841, 0.11520491937316513, 0.23232517843924008]","[0.027532013584279008, 0.0780937708315088, 0.04209543671451135, 0.23232517843924008, 1.0000000000000007]","[True, True, True]","[True, False, True, True]",True,False
17400,Southern_United_States;Temperate;North_America;Canada;Beaver,Southern_United_States,Canada_Goose,4,3,0,"[0.07859096011896051, 0.08569580579346371, 0.19770608054487004, 0.05319522074719231]","[0.0302852076213464, 0.01538155513368483, 0.037820424448176536, 0.05319522074719231, 0.9999999999999996]","[True, True, False]","[False, True, True, True]",False,False
17272,Civilization_%28computer_game%29;Mythology;Norse_mythology;The_Lord_of_the_Rings;The_Hobbit,Civilization (computer game),The_Hobbit,4,3,1,"[0.03244878885923466, 0.172179072067947, 0.08806696129765254, 0.4852324367814147]","[0.04127545540534085, 0.03909293706466836, 0.053804665220022946, 0.4852324367814147, 0.9999999999999999]","[True, False, True]","[False, True, True, True]",False,False
16658,Theatre;Dance;Animal;Mammal;Zebra,Theatre,Zebra,4,3,1,"[0.1309595713347672, 0.013040777138701852, 0.0724197183196405, 0.02639381305403988]","[0.003615741833142461, 0.002698358304444707, 0.014429096082751143, 0.02639381305403988, 0.9999999999999984]","[False, True, False]","[False, True, True, True]",False,False
10586,Richard_Feynman;United_States;U.S._state;Boston%2C_Massachusetts;Merrimack_River,Richard_Feynman,Merrimack_River,4,3,1,"[0.0349288941418204, 0.44841659139115103, 0.10148382360291898, 0.11542175036167407]","[0.007346323759926101, 0.0680158037683521, 0.05960535505052238, 0.11542175036167407, 0.9999999999999991]","[True, False, True]","[True, False, True, True]",False,False
8432,Mars_Reconnaissance_Orbiter;Mars_Exploration_Rover;Cornell_University;Science;Computer_science,Mars_Reconnaissance_Orbiter,Computer_science,4,3,1,"[0.29264015729554305, 0.058232677219476434, 0.08917505327078883, 0.29577111884041113]","[0.05524804106163348, 0.0269914935479106, 0.05083713130124788, 0.29577111884041113, 1.0000000000000013]","[False, True, True]","[False, True, True, True]",False,False
17956,Brain;Animal;Mammal;Bird;People%27s_Republic_of_China,Brain,Telephone,4,3,0,"[0.054012050504966345, 0.0724197183196405, 0.11118409989828063, 0.03335668673535518]","[0.020471932484766087, 0.01882346376144869, 0.024512007472794112, 0.03335668673535518, 1.000000000000002]","[True, True, False]","[False, True, True, True]",False,False
1907,Manchester;England;Henry_VIII_of_England;Henry_VII_of_England;Henry_V_of_England,Manchester,Henry_V_of_England,4,3,1,"[0.14239990985351192, 0.17501711879594736, 0.6118958464441394, 0.464085510705755]","[0.019435298998105036, 0.182419003285582, 0.5565418783693954, 0.464085510705755, 1.0]","[True, True, False]","[True, True, False, True]",False,False
20200,Prime_number;Ancient_Greece;Greece;European_Union;Slovenia,Prime_number,Serbia_and_Montenegro,4,3,0,"[0.012898635717722718, 0.367972866252942, 0.2555330685016305, 0.1831707149059055]","[0.014238798400956954, 0.035666270180196954, 0.18988049714957245, 0.1831707149059055, 1.0000000000000022]","[True, False, False]","[True, True, False, True]",False,False
20656,Pearl;Japan;Temperate;Rocky_Mountains;Agriculture,Pearl,Tree,4,3,0,"[0.041582175084093974, 0.054322431607137005, 0.08737717909639232, 0.04317510635331317]","[0.018180075986219024, 0.05731477039120859, 0.031526723469367184, 0.04317510635331317, 1.0000000000000013]","[True, True, False]","[True, False, True, True]",False,False
13304,Gold_standard;Silver;Electron;University_of_Cambridge;J._J._Thomson,Gold_standard,J._J._Thomson,4,3,1,"[0.12486099279558545, 0.040981293455043644, 0.024108307915851012, 0.1469189863385742]","[0.00804701226592397, 0.01955596100156538, 0.2036394617282902, 0.1469189863385742, 1.0000000000000007]","[False, False, True]","[True, True, False, True]",False,False
19840,Captain_Marvel_%28DC_Comics%29;Ancient_Egypt;Roman_Empire;Persian_Empire;Greece,Captain Marvel (DC Comics),Pi,4,3,0,"[0.013699798234828392, 0.12097399888310484, 0.26764283913830395, 0.0801561028618274]","[0.011120890210668697, 0.04827706471206915, 0.08314165945250195, 0.0801561028618274, 1.0000000000000022]","[True, True, False]","[True, True, False, True]",False,False
10377,Stargate_SG-1;Culture;Art;Fine_art;Painting,Stargate_SG-1,Painting,4,3,1,"[0.022296451181014757, 0.13665402655921385, 0.5191722023144939, 0.23304565859294996]","[0.01421322252037351, 0.11932170893057621, 0.45476569174234693, 0.23304565859294996, 1.000000000000002]","[True, True, False]","[True, True, False, True]",False,False
