path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom
music of barbados;pumpkin;vegetable;lettuce,music of barbados,celery,3,4,0,1,1,0,0,2,0,"[0.015609131626972892, 0.058893669984897576, 0.08179422360905714]","[0.007826504180162529, 0.015692981942038952, 0.08179422360905714, 1.0000000000000007]","[True, True]","[True, True, True]",True,True,3.0,-36.333333333333336,21.571586249817916,-61.0,-44.0,-27.0,-24.0,-21.0,2.0,-3.0,52.32590180780452,-40.0,-21.5,-3.0,15.5,34.0,0,0,1,0,0.13351067296612817,0,0.10732988088079541,1,0.08168226353039547
roman villa;africa;rainforest;insect;bee,roman villa,bee,4,4,1,2,1,2,0,0,1,"[0.03125066249489895, 0.04902896481731065, 0.06171736242918702, 0.13909786942096755]","[0.005377792142421313, 0.01695217357391567, 0.02807833874452355, 0.13909786942096755, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True,4.0,-232.25,185.97378847568817,-483.0,-312.0,-194.5,-114.75,-57.0,3.0,142.0,77.6595132614157,77.0,99.0,121.0,174.5,228.0,0,0,0,0,0.09406550590902198,0,0.09924171747916637,0,0.08168713085013066
ethanol;fungus;scientific classification;arthropod;spider;trapdoor spider,ethanol,trapdoor spider,5,4,1,1,0,1,0,4,2,"[0.020729337077304278, 0.12369157194948957, 0.05780068243038957, 0.13144929728638174, 0.4377137012772134]","[0.003015999819121318, 0.014855008262471213, 0.052027264860877165, 0.0692410964658275, 0.4377137012772134, 0.9999999999999991]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-148.0,218.7452856634858,-537.0,-80.0,-68.0,-30.0,-25.0,4.0,13.75,378.38373379414713,-457.0,-110.5,21.5,145.75,469.0,0,0,1,0,0.07628614983746905,0,0.06004689734007303,1,0.05454805098401844
animation;the lion king;william shakespeare;macbeth;james i of england;william iii of england,animation,william iii of england,5,4,1,1,2,1,1,1,3,"[0.09326579797313383, 0.03499459453754251, 0.106493466892091, 0.0754439437734997, 0.362357005019851]","[0.006069784762854214, 0.04659082385691533, 0.048585950636745354, 0.044636647688573027, 0.362357005019851, 1.0000000000000009]","[False, True, False, True]","[True, True, False, True, True]",False,False,5.0,-67.2,60.130690998856814,-164.0,-73.0,-63.0,-28.0,-8.0,4.0,-16.25,119.8620735122944,-156.0,-65.25,-22.5,26.5,136.0,0,0,0,0,0.08184011484967556,0,0.058148194272362355,0,0.05453252644686945
norse mythology;christianity;europe;mediterranean sea;italy;european union,norse mythology,super mario bros.,5,4,0,0,0,1,2,3,5,"[0.07171422743208819, 0.09891701719850587, 0.23207559275051082, 0.18964488994937034, 0.18128092569211998]","[0.03273904255337261, 0.06432099411599695, 0.2874028541241009, 0.05503370414018301, 0.18128092569211998, 1.0000000000000009]","[True, True, False, False]","[True, True, False, True, True]",False,False,5.0,-526.6,277.7594282828217,-980.0,-609.0,-364.0,-349.0,-331.0,4.0,8.25,554.4452933638569,-616.0,-349.0,9.0,366.25,631.0,0,0,1,0,0.06667946067159619,0,0.11673898971761285,1,0.1008373401036742
biology;earth;north america;oregon,biology,union station (san diego),3,4,0,1,0,2,1,0,4,"[0.06158915682499441, 0.09456767540370772, 0.06607821919332675]","[0.013269232695887347, 0.025360880079607434, 0.06607821919332675, 1.0000000000000009]","[True, False]","[True, True, True]",False,True,3.0,-320.3333333333333,205.0032520067263,-526.0,-422.5,-319.0,-217.5,-116.0,2.0,101.5,436.2848839920998,-207.0,-52.75,101.5,255.75,410.0,0,0,0,0,0.12294961865165538,0,0.10434836326460117,0,0.1008146347912033
george iv of the united kingdom;london;tide;flood;rain;water;fishing;boat,george iv of the united kingdom,wader,7,4,0,1,0,0,2,5,2,"[0.07204646235506695, 0.016921518666831444, 0.0956108569697172, 0.0748426924417483, 0.15596099949657377, 0.11481925257316307, 0.08552776326451803]","[0.0044714033222550366, 0.016948980673431716, 0.020755740180517665, 0.022995997616196553, 0.01901841339093456, 0.09650562490303358, 0.08552776326451803, 1.0000000000000002]","[False, True, False, True, False, False]","[True, True, True, False, True, False, True]",False,False,7.0,-202.0,197.44703931265553,-624.0,-217.5,-138.0,-78.0,-61.0,6.0,93.83333333333331,214.36736380957495,-127.0,-23.25,43.0,133.25,486.0,0,0,1,0,0.043191427743644,0,0.04177124344132345,1,0.0467194600243082
eyelid;vertebrate;animal;bird;gull;herring gull,eyelid,herring gull,5,4,1,0,2,2,0,2,2,"[0.042497315394471435, 0.08063118234257143, 0.06409316059672879, 0.02784497973561689, 0.7941140441359053]","[0.0031661030039157744, 0.013824765918359688, 0.011186038400837003, 0.06305022282367617, 0.7941140441359053, 0.9999999999999991]","[True, False, False, True]","[True, False, True, True, True]",False,False,5.0,-180.8,204.22218292829993,-503.0,-264.0,-70.0,-48.0,-19.0,4.0,7.25,318.41940372198843,-455.0,-75.5,122.5,205.25,239.0,0,0,0,0,0.0781481383123459,0,0.08848747174714454,0,0.0467204919706805
boudica;roman britain;industry;steel;carbon;periodic table;americium,boudica,americium,6,4,1,0,0,2,0,5,5,"[0.21282146815203218, 0.03947294494577412, 0.04618937203375265, 0.23417477767425254, 0.10897071021802836, 0.136472992514937]","[0.003635707435096623, 0.007338080323447247, 0.009186712217619401, 0.01802248893135396, 0.0609879106901854, 0.136472992514937, 1.000000000000001]","[False, True, True, False, True]","[True, True, True, True, True, True]",False,True,6.0,-134.0,43.61192497471305,-180.0,-150.0,-143.5,-136.25,-51.0,5.0,-18.6,48.008332610079265,-92.0,-28.0,-18.0,9.0,36.0,0,0,1,0,0.06793913168032882,0,0.05939723636737227,1,0.05532016438186997
"stanley baldwin;trinity college, cambridge;niels bohr;bohrium;periodic table;antimony",stanley baldwin,antimony,5,4,1,2,1,2,0,1,3,"[0.06291890926141397, 0.03788777506488417, 0.09872227591859718, 0.2256559383779278, 0.07730143794386]","[0.002932830249782651, 0.007710452799215696, 0.008540415919119996, 0.038162053123108323, 0.07730143794386, 1.0000000000000004]","[False, True, True, False]","[True, True, True, True, True]",False,True,5.0,-77.4,56.63302923206563,-152.0,-125.0,-39.0,-38.0,-33.0,4.0,-28.5,44.65049458479342,-92.0,-43.25,-14.0,0.75,6.0,0,0,0,0,0.08361997862154319,0,0.07974713062056027,0,0.05538773680478928
soybean;europe;italy;bologna;guglielmo marconi,soybean,romeo and juliet,4,4,0,1,1,0,0,3,3,"[0.018752608313722514, 0.23556807335006139, 0.19896216554842824, 0.0948632091476652]","[0.008371908328825946, 0.02276589435066829, 0.07042616763996358, 0.0948632091476652, 1.000000000000003]","[True, False, False]","[True, True, True, True]",False,True,4.0,-460.5,456.16700158311903,-979.0,-775.0,-408.5,-94.0,-46.0,3.0,311.0,268.63171815703373,64.0,168.0,272.0,434.5,597.0,0,0,1,0,0.07131893258883056,0,0.06707394077310826,1,0.064856565273966
map projection;earth;photosynthesis;plant;tree;cactus,map projection,cactus,5,4,1,1,2,2,1,0,2,"[0.16628751618567686, 0.0578299229125909, 0.2866644457646204, 0.15195176086379616, 0.1044910429122413]","[0.014680791112100492, 0.033407640635132727, 0.0751374182613407, 0.14793631882082106, 0.1044910429122413, 1.0000000000000033]","[False, True, False, False]","[True, True, True, False, True]",False,False,5.0,-165.4,83.96010957591706,-273.0,-208.0,-167.0,-130.0,-49.0,4.0,56.0,65.87361636750583,-41.0,48.25,79.5,87.25,106.0,0,0,0,0,0.08078122666902347,0,0.07758602117217328,0,0.06484034096497067
flemish people;belgium;european union;united kingdom;england;london;tower bridge;tower of london;london;river thames,flemish people,london sewerage system,9,4,0,0,1,3,0,6,8,"[0.36435265180151627, 0.19088826509932916, 0.1890352051979586, 0.5659328445737464, 0.2820032973974934, 0.2161206655068462, 0.3954687038977979, 0.19370247055570222, 0.23964986404897262]","[0.010846630598325333, 0.02329244464749814, 0.019100713832665765, 0.08634749967562436, 0.0954016644780981, 0.23964986404897262, 0.2055431057391488, 0.11924863105229017, 0.23964986404897262, 1.0000000000000013]","[False, False, True, False, False, True, False, True]","[True, False, True, True, True, False, False, True, True]",False,False,9.0,-472.8888888888889,388.2252710876909,-1103.0,-757.0,-307.0,-137.0,-44.0,8.0,14.625,493.93809256395105,-796.0,-186.25,111.5,262.75,650.0,0,0,1,0,0.023389815232273067,0,0.027991863209222003,1,0.02207084646639131
bird of prey;kite (bird);red kite;europe;asia;egypt;cairo;mosque;india,bird of prey,essential oil,8,4,0,1,3,2,1,2,6,"[0.10314296048238353, 0.5108147286209763, 0.04788040750900932, 0.2653510571326668, 0.0853368634850408, 0.4062822849305887, 0.085004690714298, 0.040094327551634876]","[0.014976925388482826, 0.004969281266675949, 0.020930015940417702, 0.10392536101057882, 0.2561340571197051, 0.07967001255759619, 0.034069109352117, 0.040094327551634876, 0.9999999999999981]","[True, False, True, False, True, False, False]","[False, True, True, True, False, False, True, True]",False,False,8.0,-360.75,350.1839312622521,-951.0,-554.75,-311.5,-76.5,-9.0,7.0,-94.57142857142856,498.4866621896241,-942.0,-287.0,17.0,200.0,437.0,0,0,0,0,0.031726762221464984,0,0.022270526008533333,0,0.02202188407147672
henry vii of england;england;football;american football;united states;john f. kennedy;john f. kennedy assassination,henry vii of england,john f. kennedy assassination,6,4,1,1,1,0,1,4,5,"[0.17793189460947417, 0.16819360481264764, 0.5889187471923821, 0.07960483335210046, 0.10302254692654826, 0.551643012093228]","[0.020939421200248987, 0.02497857930911377, 0.01661195768187837, 0.01815454713868873, 0.06602948599684216, 0.551643012093228, 0.9999999999999981]","[False, True, False, True, True]","[True, False, True, True, True, True]",False,False,6.0,-514.8333333333334,572.0892995561677,-1564.0,-666.25,-277.5,-144.5,-74.0,5.0,139.4,980.8790955056592,-1439.0,78.0,278.0,568.0,1212.0,0,0,1,0,0.04585350604484605,0,0.04482259004935205,1,0.02574081089250289
wallaby;australia;continent;north america;united states;u.s. state;atlantic ocean;tropical cyclone;hurricane camille;labor day hurricane of 1935,wallaby,labor day hurricane of 1935,9,4,1,3,3,3,0,1,5,"[0.035617559306033664, 0.17075432509224064, 0.2962471633448115, 0.3308730019703287, 0.44841659139115103, 0.08307321872759137, 0.18221142015538325, 0.2840133800724622, 0.4945714923744157]","[0.003956918814208758, 0.03356605276736712, 0.0203872584573741, 0.04502779115622737, 0.0758424830161251, 0.05088562445859269, 0.08663139511405862, 0.2820406355359351, 0.4945714923744157, 0.9999999999999981]","[True, True, True, True, False, True, True, True]","[True, False, True, True, False, True, True, True, True]",False,False,9.0,-424.0,483.8096216488465,-1626.0,-464.0,-294.0,-147.0,-29.0,8.0,68.0,676.8836152333934,-1162.0,-32.75,73.0,205.5,1257.0,0,0,0,0,0.02147356499044367,0,0.01669762031780973,0,0.025732419227179226
john locke;property;god;light;color;aristotle;ancient greece;drama;opera;theatre;lighting designer,john locke,lighting designer,10,4,1,0,2,2,1,6,6,"[0.2552256265798864, 0.026455122142280903, 0.022440842447133538, 0.3088773511002891, 0.025747948216021426, 0.10785743954512993, 0.06702373420862953, 0.18860164185969652, 0.13663373767323542, 0.10369972139008514]","[0.00771556552980994, 0.010050823615944842, 0.005818869722567513, 0.0535805628533597, 0.05082713830403507, 0.009157281001628144, 0.008016943975118141, 0.02639824924459338, 0.012414751554860048, 0.10369972139008514, 1.0000000000000024]","[False, False, True, False, True, False, True, False, False]","[True, False, True, False, False, False, True, False, True, True]",False,False,10.0,-116.0,58.99529171420754,-210.0,-148.25,-104.0,-91.25,-17.0,9.0,5.111111111111111,78.98487900295291,-102.0,-76.0,5.0,73.0,98.0,0,0,1,0,0.024094652202350297,0,0.021390661160137218,1,0.023383666786038138
atlantic slave trade;mexico;maya civilization;climate change;fossil fuel;natural gas;petroleum;geology;fossil;dinosaur;pterosaur,atlantic slave trade,pterosaur,10,4,1,1,5,1,2,2,5,"[0.0882234990520894, 0.08509469861604718, 0.03681645005548463, 0.12259774161613377, 0.2713032932140763, 0.17081989229262318, 0.059003206461590706, 0.1843726809634601, 0.13917496315710925, 0.13403572619223275]","[0.011386076153992404, 0.01256806174557667, 0.013404397843582853, 0.022525647621632006, 0.04257583443656196, 0.011454474569570227, 0.010535688684230817, 0.024342839822102176, 0.10281679530605659, 0.13403572619223275, 1.000000000000001]","[False, False, True, True, False, False, True, False, False]","[True, True, True, True, False, False, True, True, True, True]",False,False,10.0,-140.2,79.28822246854965,-330.0,-155.0,-109.5,-91.0,-62.0,9.0,25.666666666666668,93.03762679690406,-120.0,-4.0,21.0,36.0,233.0,0,0,0,0,0.02217171096703974,0,0.022645117096503898,0,0.023399512122168113
homestar runner;halloween;roman catholic church;astronomy;stonehenge;roman britain,homestar runner,nostradamus,5,4,0,1,1,1,0,3,4,"[0.06009399732911605, 0.0449900166264266, 0.02919844220145058, 0.04506903498360311, 0.048618269016146715]","[0.017099137627809388, 0.045196854656383234, 0.06995261529106903, 0.021372106899681956, 0.048618269016146715, 1.0000000000000013]","[False, False, True, True]","[True, True, False, True, True]",False,False,5.0,-121.0,103.7111372997134,-288.0,-148.0,-87.0,-56.0,-26.0,4.0,-7.5,175.78490644345246,-262.0,-42.25,46.0,80.75,140.0,0,0,1,0,0.0806050768102909,0,0.0720679915862804,1,0.05236128582863982
anarcho-capitalism;capitalism;industrial revolution;technology;electronics;computer;internet,anarcho-capitalism,acorn computers,6,4,0,1,1,3,1,1,4,"[0.36180877785268134, 0.14506118172408247, 0.1936033124336626, 0.10206212680125992, 0.149020251634912, 0.15508945232527868]","[0.025838819677477306, 0.03410700706284855, 0.05453559642095727, 0.08751131784225043, 0.04587746351083414, 0.15508945232527868, 1.0000000000000027]","[False, True, False, True, True]","[True, True, True, False, True, True]",False,False,6.0,-116.0,26.67583175835385,-155.0,-131.0,-113.5,-98.25,-84.0,5.0,-11.4,38.141840542899864,-56.0,-34.0,-15.0,4.0,44.0,0,0,0,0,0.06363534011499945,0,0.060294582401018655,0,0.05232851160942582
henrik ibsen;stroke;hippocrates;ancient greece;university;library;library of alexandria;aristotle;education;psychology;educational psychology;pedagogy,henrik ibsen,pedagogy,11,4,1,2,2,0,2,6,5,"[0.011077644031691671, 0.03851642608077178, 0.07256063513497302, 0.05267871925673843, 0.06629250046373926, 0.42950117621137807, 0.04939770031177456, 0.06810775398223122, 0.265270911301863, 0.5453414853849383, 0.09962225868852045]","[0.017475273655270077, 0.006613587855507663, 0.023049549144377637, 0.04653828792834209, 0.07638952043584693, 0.016770013538140734, 0.014807754086260054, 0.029295939120778217, 0.21233420208418627, 0.02880619622998954, 0.09962225868852045, 1.0000000000000002]","[True, True, False, True, True, False, True, True, True, False]","[False, True, True, True, False, False, True, True, False, True, True]",False,False,11.0,-82.36363636363636,50.65031634111031,-180.0,-110.0,-67.0,-44.0,-17.0,10.0,4.0,64.89136220552693,-150.0,-1.5,10.0,36.75,77.0,0,0,1,0,0.018098460139543155,0,0.01576537534431502,1,0.015525400471209906
thomas hobbes;history;human;technology;steel;metal;hydrogen;metallurgy;metal;steel;bridge;industrial revolution;manufacturing,thomas hobbes,gas metal arc welding,12,4,0,1,2,4,3,3,6,"[0.037859084507151704, 0.12138800244078701, 0.24549923511982966, 0.07565268722907531, 0.12867234604542746, 0.14817192853914588, 0.08169769928004471, 0.4676601641736086, 0.12867234604542746, 0.03785313910727896, 0.03240859958390222, 0.15418850984227045]","[0.008959840684758734, 0.017258566821178958, 0.056362492927292895, 0.12221469681003563, 0.06220333318129971, 0.012868151422468421, 0.022757692319627213, 0.06319911084891142, 0.012868151422468421, 0.06220333318129971, 0.010366810953862259, 0.15418850984227045, 0.9999999999999987]","[True, True, False, True, True, False, True, False, False, False, True]","[True, True, True, False, False, True, True, False, True, False, True, True]",False,False,12.0,-141.75,42.323698497950936,-205.0,-164.5,-150.5,-112.5,-77.0,11.0,-1.6363636363636365,63.6117484860662,-82.0,-45.0,-24.0,40.5,119.0,0,0,0,0,0.013671564303349404,0,0.012291187111608206,0,0.015498555953363465
fungus;plant;flower;fruit;apple,fungus,ipod,4,4,0,0,1,0,1,3,1,"[0.2236491232078816, 0.23526567369167253, 0.19662424925931246, 0.15662863936328708]","[0.021686509258630388, 0.04632214919612607, 0.0792507173446075, 0.15662863936328708, 1.0000000000000029]","[True, False, False]","[True, True, True, True]",False,True,4.0,-138.5,58.733863032041974,-203.0,-167.75,-144.5,-115.25,-62.0,3.0,47.0,24.0,23.0,35.0,47.0,59.0,71.0,0,0,1,0,0.10244518034023174,0,0.09589900520780352,1,0.0806924326363016
looney tunes;animation;the lion king;forrest gump,looney tunes,tom and jerry (mgm),3,4,0,0,2,1,1,0,2,"[0.10603118734613413, 0.09326579797313383, 0.06696830821165657]","[0.0243069059046231, 0.036280496917554084, 0.06696830821165657, 1.000000000000001]","[False, False]","[True, True, True]",False,True,3.0,-23.0,14.106735979665885,-36.0,-30.5,-25.0,-16.5,-8.0,2.0,5.5,31.81980515339464,-17.0,-5.75,5.5,16.75,28.0,0,0,0,0,0.13333882258326452,0,0.10247301600967845,0,0.08067591281339637
grease (film);united states;world war ii;tank;weapon;firearm;ak-47,grease (film),ak-47,6,4,1,1,0,1,0,5,2,"[0.03456404827440794, 0.24978762959933554, 0.11572665724237169, 0.18565276370969308, 0.1571067504233431, 0.25981239584933385]","[0.011815534067313635, 0.0416551581661436, 0.06340110312947655, 0.0447602450083095, 0.07871977696189414, 0.25981239584933385, 1.0000000000000027]","[True, False, True, False, True]","[True, True, False, True, True, True]",False,False,6.0,-474.6666666666667,660.1704830319716,-1555.0,-818.5,-95.5,-41.5,-19.0,5.0,307.2,389.54037018003663,6.0,21.0,99.0,512.0,898.0,0,0,1,0,0.0498863333437161,0,0.09233111587369777,1,0.060215484981495516
space shuttle challenger;space shuttle columbia;telescope;galileo galilei;albert einstein;philadelphia,space shuttle challenger,alexander graham bell,5,4,0,3,1,1,0,1,3,"[0.5625872782943457, 0.040083287336818645, 0.10917149923086869, 0.06610564680346248, 0.023417895640512776]","[0.01528364723808527, 0.020566628477779535, 0.014218537745485186, 0.013392144231800079, 0.023417895640512776, 0.9999999999999986]","[False, True, False, False]","[True, False, False, True, True]",False,False,5.0,-84.8,49.18028060107018,-135.0,-127.0,-82.0,-66.0,-14.0,4.0,-28.25,46.59309677051598,-69.0,-68.25,-30.0,10.0,16.0,1,0,0,1,0.08586762363588918,0,0.06954490323249227,0,0.060220349762528685
damon hill;france;paris;opera;theatre,damon hill,acetone,4,4,0,0,2,0,0,3,2,"[0.02973278211567675, 0.2513960323012996, 0.054185434540315866, 0.13663373767323542]","[0.011466377233721091, 0.03244773972792075, 0.03692598345982618, 0.13663373767323542, 1.0000000000000016]","[True, False, True]","[True, True, True, True]",False,True,4.0,-410.75,392.5679346728835,-969.0,-535.5,-292.0,-167.25,-90.0,3.0,293.0,251.3463745511361,103.0,150.5,198.0,388.0,578.0,0,0,1,0,0.08399011083078015,0,0.10548223116018421,1,0.09603048475896642
alphabet;english language;united states;president of the united states;franklin pierce,alphabet,franklin pierce,4,4,1,1,1,1,1,1,4,"[0.22178507632299876, 0.1636756083880345, 0.3235514638662403, 0.16268882544170019]","[0.00559393382521106, 0.01758264392026656, 0.09544977669291169, 0.16268882544170019, 1.000000000000002]","[False, True, False]","[True, True, True, True]",False,True,4.0,-698.5,685.6259913393015,-1667.0,-874.25,-532.5,-356.75,-62.0,3.0,182.66666666666663,1149.0301707672145,-1057.0,-332.0,393.0,802.5,1212.0,0,0,0,0,0.08402355026361961,0,0.10743416429752835,0,0.0960715045395023
eskimo;university of cambridge;medicine;anatomy;biology;human;sleep;mammal,eskimo,anemia,7,4,0,0,2,1,1,4,4,"[0.028634468999345075, 0.026587881776907678, 0.10015882850970745, 0.14157993379216535, 0.17108173351173284, 0.0947293950841508, 0.020812111531823715]","[0.021209526298828357, 0.012341242047079546, 0.01898934644405756, 0.02350776036555174, 0.06054168178849228, 0.09718576380595302, 0.020812111531823715, 0.9999999999999976]","[False, True, True, True, False, False]","[False, True, True, True, True, False, True]",False,False,7.0,-136.28571428571428,58.26009007234794,-215.0,-176.0,-141.0,-86.0,-74.0,6.0,-20.666666666666668,78.27813658146614,-127.0,-62.25,-35.5,46.75,71.0,0,0,1,0,0.04850282227252746,0,0.03965546383941429,1,0.03909158510349387
amazon river;anaconda;animal;fish;whale shark;shark;great white shark,amazon river,great white shark,6,4,1,0,2,0,3,2,0,"[0.10733594849834385, 0.01577249375040772, 0.08052941499456591, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.034269611764756104, 0.05706677904062312, 0.033592088122368795, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[False, True, True, True, True]","[True, False, True, True, True, True]",False,False,6.0,-140.66666666666666,192.13189913876008,-516.0,-145.5,-52.5,-35.25,-17.0,5.0,-1.8,307.33320679679247,-483.0,-46.0,21.0,156.0,343.0,0,0,0,0,0.06169485631961681,0,0.051012910580071694,0,0.039093855235296376
shetland;scotland;ireland;london;england;united kingdom;j. r. r. tolkien;c. s. lewis,shetland,c. s. lewis,7,4,1,3,1,0,0,4,7,"[0.16664796797169876, 0.15760025830633892, 0.08001317806879385, 0.2820032973974934, 0.5659328445737464, 0.05849811389741521, 0.20533978898191133]","[0.013831191175244766, 0.02878811561801781, 0.07967732848257239, 0.026112366923310308, 0.06618110446757795, 0.07210746261097788, 0.20533978898191133, 1.0000000000000024]","[False, False, True, True, False, True]","[True, True, False, True, True, True, True]",False,False,7.0,-525.7142857142857,381.4462453547526,-1142.0,-753.5,-429.0,-269.5,-63.0,6.0,49.166666666666664,469.51396855329733,-291.0,-219.0,-133.0,70.75,961.0,0,0,1,0,0.04370875920639528,0,0.031729486627476516,1,0.07192479531510293
sand;peanut;world health organization;cook islands;tourism,sand,cyberpunk,4,4,0,1,1,0,1,2,3,"[0.02513952332924848, 0.02483918924695473, 0.04144664406177935, 0.05257824258009194]","[0.01953618663573082, 0.01946912916475213, 0.058111567229102205, 0.05257824258009194, 1.000000000000001]","[False, True, True]","[False, True, False, True]",False,False,4.0,-88.75,55.47597077414088,-164.0,-110.75,-78.0,-56.0,-35.0,3.0,-43.0,66.7757440991862,-101.0,-79.5,-58.0,-14.0,30.0,0,0,0,0,0.1069846330579844,0,0.08600519762311436,0,0.07193439147493069
colley cibber;england;english language;united states;soviet union;mir;cold war;soviet union;sputnik 1;sputnik program,colley cibber,sputnik program,9,4,1,0,2,0,2,6,8,"[0.030221549584244202, 0.24744514090634143, 0.1636756083880345, 0.1920413940465923, 0.08235626254788035, 0.03808120946051923, 0.4902879234342389, 0.0807412661633211, 0.7449971240834595]","[0.0027113505299044406, 0.010773523928341295, 0.010354531049374517, 0.023495525327444446, 0.039419922823706655, 0.05848186915402172, 0.015649245565188184, 0.039419922823706655, 0.7449971240834595, 0.9999999999999996]","[True, False, True, False, False, True, False, True]","[True, False, True, True, True, False, True, True, True]",False,False,9.0,-506.44444444444446,528.2213340804949,-1667.0,-763.0,-379.0,-74.0,-18.0,8.0,93.125,569.0029971048358,-899.0,-129.75,25.5,368.75,1033.0,0,0,1,0,0.018970900928035616,0,0.011985663541474009,1,0.020652295060047614
laws in wales acts 1535–1542;citizenship;crime;society;science;biology;anatomy;human;brain;eye;color blindness,laws in wales acts 1535–1542,color blindness,10,4,1,3,1,4,1,2,4,"[0.05612139244662663, 0.07406663463076127, 0.0866691770019266, 0.13129250809426113, 0.1321344529198679, 0.14157993379216535, 0.145831111967054, 0.24259367585682892, 0.15615342602174184, 0.2108950740569458]","[0.005519729457745737, 0.011590175468916252, 0.016556236670350784, 0.022078923740471507, 0.024521324223542362, 0.03028795245899946, 0.012722509212161101, 0.060710121235963956, 0.04602321289891336, 0.2108950740569458, 0.9999999999999994]","[True, True, True, True, True, True, True, False, True]","[True, True, True, True, True, False, True, False, True, True]",False,False,10.0,-103.7,53.25629853203594,-189.0,-145.5,-93.5,-65.0,-37.0,9.0,0.5555555555555556,59.91058151760653,-87.0,-21.0,-16.0,42.0,83.0,0,0,0,0,0.02339464248075584,0,0.020022087308488687,0,0.02064421303251806
muhammad;god;sigmund freud;london;new york city;mass media;technology;engineering;computer;telephone;telecommunication;communication;information;computer science;programming language;algorithm,muhammad,ipod,15,4,0,4,2,2,0,8,6,"[0.08545150011041966, 0.03771611918950666, 0.0205990106447657, 0.24005571446056062, 0.07259155825532444, 0.12231255546878247, 0.17948478088438222, 0.13778537257197168, 0.05165148359785569, 0.2754577294922465, 0.2029627697492335, 0.17179445476436994, 0.13408325747160144, 0.2683700335383783, 0.20520932430543795]","[0.019209734584004712, 0.02291274301275212, 0.01906997048207964, 0.01401411189213102, 0.018474590657495182, 0.05289419623494705, 0.04975210783237663, 0.05820317907154036, 0.1561794295865241, 0.032471361771440596, 0.0478520311060492, 0.050769342534234936, 0.07253656502253472, 0.31829272946606396, 0.20520932430543795, 0.9999999999999972]","[False, False, True, False, True, True, False, False, True, False, False, False, True, False]","[True, False, False, True, True, False, True, True, False, True, True, True, True, False, True]",False,False,15.0,-136.86666666666667,164.85529007789427,-623.0,-119.5,-77.0,-48.5,-30.0,14.0,8.928571428571429,187.20637081767617,-559.0,-3.0,16.5,42.25,294.0,0,0,1,0,0.005838278159033441,0,0.005939376341187567,1,0.006537338390214913
earl of shaftesbury;british isles;united kingdom;steel;mineral;biology;dna;organism;carbon;calcium;vitamin d;vitamin;b vitamins;vitamin c;protein;potassium,earl of shaftesbury,potassium,15,4,1,6,1,5,3,1,10,"[0.019769900511366345, 0.4118525679099304, 0.03476673446827624, 0.10150568767932179, 0.027141193325176064, 0.15841447871543296, 0.1986382061408818, 0.07806468270108817, 0.07146915940931588, 0.0947993346304715, 0.6752310669116366, 0.8141738651033066, 0.6811652397038025, 0.04051986203841355, 0.023642222356278633]","[0.0021343826992253757, 0.008685568465639677, 0.015042069122857538, 0.026412038148118357, 0.0922900173442448, 0.022453692864136017, 0.011133483164913862, 0.04004267190153714, 0.04758506184022562, 0.09455452574734313, 0.020311532113204966, 0.02619040527655507, 0.014513536255428297, 0.026956839108952625, 0.023642222356278633, 1.000000000000001]","[True, False, True, False, True, True, False, False, True, True, True, False, False, False]","[True, True, True, True, False, False, True, True, True, False, True, False, True, False, True]",False,False,15.0,-175.66666666666666,250.1983974673661,-1049.0,-151.5,-120.0,-68.0,-29.0,14.0,-1.7857142857142858,348.58619474218307,-975.0,-26.75,16.5,65.75,765.0,0,0,0,0,0.005030318191568348,0,0.004235208063011087,0,0.006690683287274025
"australia;sydney;time zone;united states;dallas, texas",australia,"amarillo, texas",4,4,0,0,0,1,1,3,5,"[0.17151479441140907, 0.028223153136948544, 0.09238728330121934, 0.10205141816967395]","[0.03926287460544829, 0.04741037111377096, 0.02535855803426002, 0.10205141816967395, 0.9999999999999991]","[False, True, True]","[True, False, True, True]",False,False,4.0,-612.0,658.0309009968048,-1588.0,-686.5,-353.5,-279.0,-153.0,3.0,-56.0,1243.9803053103374,-1202.0,-717.5,-233.0,517.0,1267.0,0,0,1,0,0.09789035875863149,0,0.06590305713537616,1,0.11183303054960661
