path,source_article,target_article,human_path_length,shortest_path_length,is_successful,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,top,center_top,center,center_bottom,bottom,prop_scores_top,treatment_top
chemical synapse;computer;great britain;england,chemical synapse,flag of australia,3,4,0,3.0,-362.0,370.85307063579774,-784.0,-499.0,-214.0,-151.0,-88.0,2.0,-348.0,313.9554108468271,-570.0,-459.0,-348.0,-237.0,-126.0,2,0,0,1,1,0.19782791172685646,1
mackenzie river;north america;united states;plymouth,mackenzie river,weymouth,3,4,0,3.0,-783.0,732.0170763035518,-1626.0,-1020.5,-415.0,-361.5,-308.0,2.0,53.5,1788.2730496207787,-1211.0,-578.75,53.5,685.75,1318.0,0,0,1,3,0,0.19715220967588576,0
african great lakes;africa;cheetah;antelope;bongo (antelope),african great lakes,bongo (antelope),4,4,1,4.0,-199.75,215.69635292852465,-497.0,-288.5,-140.0,-51.25,-22.0,3.0,158.33333333333334,119.5003486745262,39.0,98.5,158.0,218.0,278.0,4,0,1,0,0,0.08435170870262501,1
spanish language;africa;democratic republic of the congo;gorilla;mountain gorilla,spanish language,mountain gorilla,4,4,1,4.0,-254.0,229.38323100581408,-554.0,-355.25,-224.0,-122.75,-14.0,3.0,180.0,73.9932429347437,130.0,137.5,145.0,205.0,265.0,1,1,2,1,0,0.08433290402229436,0
domesticated turkey;bird;latin;science;chemistry;periodic table;praseodymium,domesticated turkey,praseodymium,6,4,1,6.0,-222.0,143.1670353119041,-497.0,-234.75,-159.5,-142.75,-119.0,5.0,24.2,205.90944611649076,-238.0,-38.0,19.0,43.0,335.0,4,0,1,1,1,0.06213697676943957,1
lake titicaca;bolivia;spanish language;europe;belgium;1973 oil crisis;united states;canada,lake titicaca,eurovision song contest,7,4,0,7.0,-609.4285714285714,570.4842554481988,-1600.0,-936.5,-387.0,-167.5,-71.0,6.0,-132.0,876.9716072941015,-1524.0,-610.25,61.5,545.0,737.0,3,1,0,3,1,0.062123103963950585,0
germanium;chemical element;carbon;art;andy warhol;myocardial infarction;cell (biology);human,germanium,humus,7,4,0,7.0,-121.28571428571429,61.591975358575965,-187.0,-174.0,-135.0,-73.5,-32.0,6.0,-3.3333333333333335,78.92190232544237,-119.0,-43.5,-2.0,43.25,102.0,4,1,1,0,2,0.04411423719159861,1
space shuttle program;boeing 747;saudi arabia;europe;forest;biosphere;plant,space shuttle program,borage,6,4,0,6.0,-287.3333333333333,402.1604986403646,-1091.0,-217.75,-174.0,-60.5,-30.0,5.0,-34.4,657.179047140123,-948.0,-175.0,-110.0,192.0,869.0,0,4,1,0,2,0.04411301718014199,0
integrated circuit;transport;automobile;mini (bmw);mini,integrated circuit,mini,4,4,1,4.0,-58.75,48.09279225275516,-114.0,-90.0,-56.5,-25.25,-8.0,3.0,24.666666666666668,57.518113089124654,-32.0,-4.5,23.0,53.0,83.0,1,2,1,1,0,0.07441374222112637,0
booby;fossil;mineral;chemical element;periodic table;ununhexium,booby,ununhexium,5,4,1,5.0,-146.4,15.192103211866355,-173.0,-143.0,-142.0,-139.0,-135.0,4.0,-1.0,25.36401650632907,-30.0,-13.5,-2.5,10.0,31.0,3,0,3,0,0,0.07443180487251719,1
united states virgin islands;tourism;leisure;business;money;china,united states virgin islands,king kong (1933 film),5,4,0,5.0,-172.4,202.92929803259065,-523.0,-175.0,-66.0,-52.0,-46.0,4.0,-87.0,264.17544675209064,-477.0,-114.75,10.0,37.75,109.0,4,0,0,2,0,0.08540176542696691,1
john flamsteed;star;chemical element;periodic table;hassium,john flamsteed,hassium,4,4,1,4.0,-146.75,41.9950393895914,-204.0,-157.5,-140.0,-129.25,-103.0,3.0,-11.666666666666666,82.62162751564105,-101.0,-48.5,4.0,33.0,62.0,1,0,2,1,1,0.08539312698848552,0
united states declaration of independence;age of enlightenment;physics;galaxy;andromeda galaxy,united states declaration of independence,andromeda galaxy,4,4,1,4.0,-106.75,65.62710314090259,-179.0,-149.0,-109.0,-66.75,-30.0,3.0,16.333333333333332,106.49100118476365,-100.0,-30.0,40.0,74.5,109.0,3,0,1,1,0,0.07594115158094075,1
computer programming;blaise pascal;science;chemistry;periodic table,computer programming,periodic table,4,4,1,4.0,-116.25,59.662243783932006,-158.0,-157.25,-138.0,-97.0,-31.0,3.0,-42.0,83.07225770376053,-127.0,-82.5,-38.0,0.5,39.0,2,2,0,1,0,0.07594435657849426,0
isles of scilly;england;scotland;commonwealth games;canada,isles of scilly,tiger woods,4,4,0,4.0,-520.0,282.21977251780214,-764.0,-701.0,-594.0,-413.0,-128.0,3.0,28.0,506.1067081159861,-552.0,-148.0,256.0,318.0,380.0,3,1,1,0,0,0.07421543515716539,1
cadmium;metal;astronomy;comet;comet hale-bopp,cadmium,comet hale-bopp,4,4,1,4.0,-110.0,47.34976240700686,-145.0,-138.25,-127.0,-98.75,-41.0,3.0,34.666666666666664,36.93688310257558,9.0,13.5,18.0,47.5,77.0,1,1,2,1,0,0.07421784014260761,0
cosmic microwave background radiation;princeton university;engineering;technology;space exploration;boeing 747,cosmic microwave background radiation,boeing 747,5,4,1,5.0,-68.2,28.16380656090366,-108.0,-88.0,-51.0,-48.0,-46.0,4.0,-1.25,44.14653629297169,-62.0,-17.75,8.5,25.0,40.0,3,1,1,0,1,0.06645308683748181,1
acceleration;physics;chemistry;salt;potassium;potassium iodide,acceleration,potassium iodide,5,4,1,5.0,-118.6,48.72678934631339,-186.0,-133.0,-123.0,-98.0,-53.0,4.0,20.0,51.08163401197473,-53.0,5.5,35.0,49.5,63.0,2,1,2,1,0,0.06645266413164579,0
periodic table (large version);einsteinium;albert einstein;jew;judaism;hebrew calendar,periodic table (large version),hebrew calendar,5,4,1,5.0,-173.0,119.57633545145963,-353.0,-229.0,-125.0,-108.0,-50.0,4.0,18.75,188.25935125069708,-245.0,-48.5,70.5,137.75,179.0,3,0,0,0,3,0.06771905102087776,1
merseburg incantations;middle ages;africa;lion;zebra;plains zebra,merseburg incantations,plains zebra,5,4,1,5.0,-223.6,212.2128648315177,-544.0,-270.0,-242.0,-51.0,-11.0,4.0,57.75,259.80810226011045,-302.0,-45.5,129.5,232.75,274.0,1,1,2,2,0,0.06771140561094748,0
neil armstrong;united nations;united kingdom;british empire,neil armstrong,acorn computers,3,4,0,3.0,-584.6666666666666,432.4446014616593,-1083.0,-723.0,-363.0,-335.5,-308.0,2.0,27.5,1057.1246378738886,-720.0,-346.25,27.5,401.25,775.0,2,0,0,1,1,0.17114843085702905,1
extinct birds;guam;united states;the bahamas,extinct birds,music of the bahamas,3,4,0,3.0,-669.6666666666666,795.9210597372917,-1575.0,-964.5,-354.0,-217.0,-80.0,2.0,-137.0,1920.5020177026631,-1495.0,-816.0,-137.0,542.0,1221.0,0,1,1,1,1,0.1708421649429864,0
mona lisa;italy;mediterranean sea;ancient greece;continent;geology;magma;igneous rock;granite;batholith,mona lisa,batholith,9,4,1,9.0,-172.55555555555554,176.92379087555688,-589.0,-222.0,-126.0,-66.0,-28.0,8.0,69.875,109.32969469845392,-57.0,27.0,54.0,73.5,314.0,5,0,2,3,0,0.031117456053998162,1
dolphin;orca;milk;europe;russia;nazi germany;united kingdom;house of lords;wars of the roses;tower of london;world war ii;united kingdom,dolphin,crime and punishment,11,4,0,11.0,-478.09090909090907,435.14904447682164,-1089.0,-890.5,-243.0,-71.5,-40.0,10.0,-104.8,565.4547432524257,-907.0,-622.0,-31.0,279.5,789.0,3,3,2,3,1,0.03112723425400043,0
animal;aristotle;ethics;culture;religion;sikhism;united kingdom;europe,animal,manorialism,7,4,0,7.0,-390.0,452.34721177431834,-1099.0,-609.5,-132.0,-103.0,-74.0,6.0,-161.16666666666666,384.6678653938572,-921.0,-107.75,-64.0,24.75,150.0,5,0,1,1,1,0.08186979636851875,1
praia;atlantic ocean;tropical cyclone;2005 atlantic hurricane season;tropical storm delta (2005),praia,tropical storm delta (2005),4,4,1,4.0,-161.0,95.3904257949053,-258.0,-231.75,-165.5,-94.75,-55.0,3.0,67.66666666666667,41.968241961432376,35.0,44.0,53.0,84.0,115.0,1,1,2,0,1,0.08187183324664599,0
war in somalia (2006–present);european union;madrid;pablo picasso,war in somalia (2006–present),francisco goya,3,4,0,3.0,-186.0,80.67217612039482,-260.0,-229.0,-198.0,-149.0,-100.0,2.0,80.0,25.45584412271571,62.0,71.0,80.0,89.0,98.0,2,1,0,0,1,0.09751150949355288,1
aircraft carrier;aircraft;wind;tropical cyclone,aircraft carrier,hurricane alex (2004),3,4,0,3.0,-83.0,35.04283093587046,-119.0,-100.0,-81.0,-65.0,-49.0,2.0,-19.0,72.12489168102785,-70.0,-44.5,-19.0,6.5,32.0,1,1,0,1,1,0.09750089182455543,0
arnold schwarzenegger;weight training;oxygen;chemical element;periodic table;rhodium,arnold schwarzenegger,rhodium,5,4,1,5.0,-137.4,72.34846231952687,-215.0,-166.0,-145.0,-142.0,-19.0,4.0,-31.5,111.70347652005584,-196.0,-51.25,10.5,30.25,49.0,3,0,1,1,1,0.06146916483833007,1
second congo war;scotland;great britain;england;charles dickens;a christmas carol,second congo war,a christmas carol,5,4,1,5.0,-339.6,281.7042775678069,-784.0,-389.0,-290.0,-208.0,-27.0,4.0,90.5,441.8193446798514,-494.0,-49.25,140.0,279.75,576.0,1,1,1,3,0,0.06147027095291302,0
peter grimes;united kingdom;dna;virus;common cold,peter grimes,common cold,4,4,1,4.0,-334.25,438.81079825668223,-974.0,-443.0,-164.5,-55.75,-34.0,3.0,313.3333333333333,352.6901378452952,29.0,116.0,203.0,455.5,708.0,3,1,0,1,0,0.08450987735575102,1
batman;chemistry;metal;potassium;banana,batman,banana,4,4,1,4.0,-110.25,32.118271020298295,-155.0,-122.75,-100.5,-88.0,-85.0,3.0,-1.3333333333333333,60.302017655575455,-70.0,-23.5,23.0,33.0,43.0,0,2,2,1,0,0.084523830274798,0
canola;fossil fuel;global warming;solar system;1 ceres,canola,ceres (dwarf planet),4,4,0,4.0,-78.5,37.863790970618176,-129.0,-91.5,-73.5,-60.5,-38.0,3.0,-10.0,61.652250567193406,-50.0,-45.5,-41.0,10.0,61.0,3,0,2,0,0,0.07905518394280328,1
buffy the vampire slayer;united states;irish people;wales;welsh law,buffy the vampire slayer,welsh law,4,4,1,4.0,-550.0,684.4603713875625,-1562.0,-641.75,-290.0,-198.25,-58.0,3.0,501.3333333333333,630.3144717784396,90.0,138.5,187.0,707.0,1227.0,1,0,1,0,3,0.0790567541973055,0
tropical storm matthew (2004);united states;education in the united states;sport;football (soccer);football;american football;baseball,tropical storm matthew (2004),jump rope,7,4,0,7.0,-354.2857142857143,536.6742383375954,-1556.0,-264.0,-141.0,-101.5,-52.0,6.0,246.33333333333334,509.6114860034717,-92.0,-43.0,100.5,174.25,1261.0,4,0,2,1,1,0.04469941397604765,1
sitting bull;united states;computer;electricity;physics;planet;extrasolar planet;psr b1620-26c,sitting bull,psr b1620-26c,7,4,1,7.0,-361.14285714285717,538.8622051976519,-1557.0,-280.0,-164.0,-112.5,-22.0,6.0,255.83333333333334,461.4773739487849,-21.0,2.25,79.5,201.75,1178.0,1,2,2,3,0,0.04470291794368625,0
ordination of women;church of england;england;william shakespeare;love;romeo and juliet,ordination of women,romeo and juliet,5,4,1,5.0,-256.6,316.2914794932042,-783.0,-314.0,-126.0,-33.0,-27.0,4.0,24.75,492.66511614550774,-657.0,-159.75,143.5,328.0,469.0,3,0,0,2,1,0.07159788797182058,1
u.s. open (tennis);tennis;russia;japan;nintendo;the legend of zelda series,u.s. open (tennis),the legend of zelda series,5,4,1,5.0,-295.6,297.96023224584854,-676.0,-558.0,-122.0,-87.0,-35.0,4.0,13.0,428.00856689245524,-471.0,-206.25,-15.5,203.75,554.0,0,0,1,2,3,0.07160391557419822,0
fairtax;united states;italy;italian renaissance;roman empire;rhine,fairtax,leaning tower of pisa,5,4,0,5.0,-574.0,629.0560388391483,-1557.0,-842.0,-281.0,-96.0,-94.0,4.0,365.75,447.89982138866725,-185.0,94.0,451.0,722.75,746.0,3,0,1,1,1,0.11469442624817468,1
vatican city;euro;linguistics;culture;japan,vatican city,nintendo entertainment system,4,4,0,4.0,-240.25,259.47687758256995,-629.0,-253.25,-117.0,-104.0,-98.0,3.0,-167.0,308.8899480397509,-523.0,-265.5,-8.0,11.0,30.0,0,1,1,0,3,0.11472738540681188,0
malcolm ii of scotland;mediterranean sea;france;paris;tour de france;lance armstrong,malcolm ii of scotland,lance armstrong,5,4,1,5.0,-351.4,396.36384799827545,-1018.0,-391.0,-203.0,-122.0,-23.0,4.0,45.0,614.1161670780755,-815.0,-129.5,184.0,358.5,627.0,3,0,1,1,1,0.07165290579660505,1
arabic language;alchemy;chemistry;periodic table;list of elements by name;darmstadtium,arabic language,darmstadtium,5,4,1,5.0,-162.0,56.182737562350944,-252.0,-170.0,-157.0,-123.0,-108.0,4.0,-3.75,99.36926084056377,-95.0,-70.25,-24.5,42.0,129.0,2,2,1,0,1,0.07163711912943523,0
rugby world cup;england;stephen hawking;gravitation;differential equation;ordinary differential equation,rugby world cup,ordinary differential equation,5,4,1,5.0,-231.0,308.2863928232967,-768.0,-183.0,-147.0,-43.0,-14.0,4.0,188.5,266.4888990808685,29.0,34.25,70.0,224.25,585.0,4,1,1,0,0,0.07180574865371712,1
psr b1620-26c;milky way;earth;europe;united kingdom;england;william shakespeare;stratford-upon-avon,psr b1620-26c,stratford-upon-avon,7,4,1,7.0,-538.8571428571429,478.3894607853273,-1129.0,-983.0,-314.0,-171.0,-21.0,6.0,3.8333333333333335,475.2327499937969,-751.0,-210.5,66.0,272.75,603.0,0,3,1,3,1,0.07180812963517334,0
aristotle;government;democracy;united states;president of the united states;james monroe,aristotle,james monroe,5,4,1,5.0,-491.4,632.5352164109125,-1593.0,-455.0,-179.0,-163.0,-67.0,4.0,24.0,1071.2820979244138,-1414.0,-365.5,186.0,575.5,1138.0,0,1,3,1,1,0.06605949602706855,0
aristotle;government;democracy;united states;president of the united states;james monroe,aristotle,james monroe,5,4,1,5.0,-491.4,632.5352164109125,-1593.0,-455.0,-179.0,-163.0,-67.0,4.0,24.0,1071.2820979244138,-1414.0,-365.5,186.0,575.5,1138.0,4,1,0,1,0,0.06605949602706855,1
dvd;sony;european union;tennis;real tennis,dvd,real tennis,4,4,1,4.0,-134.25,122.87764917456171,-267.0,-224.25,-125.0,-35.0,-20.0,3.0,-6.666666666666667,215.66718186440266,-247.0,-95.0,57.0,113.5,170.0,3,0,0,2,0,0.07767904739691994,1
alberto santos-dumont;physics;astronomy;comet;comet hale-bopp,alberto santos-dumont,comet hale-bopp,4,4,1,4.0,-127.25,66.6702082392628,-200.0,-162.5,-134.0,-98.75,-41.0,3.0,36.333333333333336,74.80864477674578,-50.0,13.5,77.0,79.5,82.0,1,0,3,0,1,0.07768279239730304,0
svartálfar;german language;italy;renaissance;italian renaissance;leonardo da vinci,svartálfar,war of the league of cambrai,5,4,0,5.0,-243.4,223.91583240137356,-625.0,-226.0,-205.0,-87.0,-74.0,4.0,34.75,340.63702578159837,-399.0,-109.5,59.0,203.25,420.0,4,0,0,1,1,0.06889049614863442,1
the cat in the hat;latin;science;physics;linus pauling;marie curie,the cat in the hat,marie curie,5,4,1,5.0,-190.6,147.38656655204366,-443.0,-166.0,-162.0,-122.0,-60.0,4.0,95.75,126.60272508915438,-4.0,32.0,53.0,116.75,281.0,1,2,1,2,0,0.06889419013503159,0
god;deity;japan;world war ii;united states;computer;internet;world wide web;gmail;ajax (programming);internet explorer;mozilla firefox;cryptography;data encryption standard,god,data encryption standard,13,4,1,13.0,-301.0,487.56452564421323,-1668.0,-379.0,-52.0,-26.0,-11.0,12.0,2.1666666666666665,499.0829468923857,-821.0,-74.75,-3.0,49.0,1289.0,7,1,2,1,3,0.009744953933168146,1
caracas;latin america;united states;computer;electrical engineering;integrated circuit;manufacturing;engineering;technology;organization;corporation;amtrak,caracas,acorn computers,11,4,0,11.0,-245.1818181818182,473.03315278779735,-1643.0,-109.5,-80.0,-60.0,-49.0,10.0,5.9,666.9836663000909,-1515.0,-15.25,-7.0,29.25,1264.0,3,2,2,4,1,0.009737548722885373,0
arnold schwarzenegger;united states;volcano;nitrogen;periodic table;rhodium,arnold schwarzenegger,rhodium,5,4,1,5.0,-492.2,611.6458942885172,-1567.0,-421.0,-174.0,-154.0,-145.0,4.0,355.5,538.2951482845324,9.0,17.25,133.5,471.75,1146.0,1,0,0,3,2,0.09504087016698548,0
northwest africa;europe;world war ii;war;battle of marathon;battle of hastings,northwest africa,battle of lechaeum,5,4,0,5.0,-428.8,465.3398757897285,-958.0,-908.0,-200.0,-50.0,-28.0,4.0,232.5,321.7260739614784,22.0,43.0,100.0,289.5,708.0,4,0,0,2,0,0.0951005781507035,1
frederick douglass;united states;moon;soviet union,frederick douglass,juice,3,4,0,3.0,-796.3333333333334,675.4645315139303,-1576.0,-1000.5,-425.0,-406.5,-388.0,2.0,594.0,787.7169542418139,37.0,315.5,594.0,872.5,1151.0,2,1,0,1,0,0.1747434158497255,1
costa rica;christopher columbus;united states;president of the united states,costa rica,barack obama,3,4,0,3.0,-716.0,777.0990927803223,-1590.0,-1022.5,-455.0,-279.0,-103.0,2.0,-176.0,1854.0339802711276,-1487.0,-831.5,-176.0,479.5,1135.0,1,0,0,2,1,0.17416558312722272,0
southern africa;europe;ireland;republic of ireland,southern africa,order of st. patrick,3,4,0,3.0,-553.6666666666666,401.1786800583168,-988.0,-732.0,-476.0,-336.5,-197.0,2.0,395.5,164.75588001646557,279.0,337.25,395.5,453.75,512.0,2,1,0,0,1,0.1190175244610245,1
scent of a woman;united states;caribbean sea;jamaica,scent of a woman,bob marley,3,4,0,3.0,-670.3333333333334,773.1522057999532,-1552.0,-951.5,-351.0,-229.5,-108.0,2.0,722.0,677.4082963767125,243.0,482.5,722.0,961.5,1201.0,1,1,0,2,0,0.11913825531125169,0
binomial nomenclature;20th century;united states;florida;labor day hurricane of 1935,binomial nomenclature,labor day hurricane of 1935,4,4,1,4.0,-619.5,699.234581524684,-1642.0,-746.5,-382.0,-255.0,-72.0,3.0,81.33333333333333,1285.5820990249254,-1326.0,-475.0,376.0,785.0,1194.0,3,0,1,0,1,0.07321683109270259,1
extrasolar planet;university of chicago;sociology;anatomy;vertebrate;bird,extrasolar planet,raven,5,4,0,5.0,-97.6,84.63037279842268,-248.0,-75.0,-62.0,-52.0,-51.0,4.0,-49.0,100.0399920031984,-197.0,-66.5,-6.0,11.5,13.0,2,2,2,0,0,0.07321905618268026,0
compsognathus;chordate;bird;gull;herring gull,compsognathus,herring gull,4,4,1,4.0,-171.5,154.8945878116254,-354.0,-270.75,-156.5,-57.25,-19.0,3.0,111.66666666666667,61.002732179250245,51.0,81.0,111.0,142.0,173.0,3,0,1,0,1,0.08222363584333409,1
yuri gagarin;world war ii;japan;nintendo;nintendo ds,yuri gagarin,nintendo ds,4,4,1,4.0,-403.25,372.8068087718714,-758.0,-707.0,-406.0,-102.25,-43.0,3.0,238.33333333333334,285.5526804870396,68.0,73.5,79.0,323.5,568.0,0,2,1,0,2,0.08223036070344603,0
haemophilia;jew;canada;montreal;montreal metro,haemophilia,montreal metro,4,4,1,4.0,-280.25,263.11895282045595,-655.0,-366.25,-193.5,-107.5,-79.0,3.0,63.666666666666664,462.03499145988206,-385.0,-173.5,38.0,288.0,538.0,3,1,0,0,1,0.07946056646637162,1
italo disco;north america;rocky mountains;glacier national park (us);retreat of glaciers since 1850,italo disco,retreat of glaciers since 1850,4,4,1,4.0,-153.0,177.75076183615454,-415.0,-187.75,-79.5,-44.75,-38.0,3.0,125.66666666666667,156.10680104765882,9.0,37.0,65.0,184.0,303.0,1,1,0,1,2,0.07945525014444699,0
banana;tropics;rainforest;amazon rainforest,banana,tree frog,3,4,0,3.0,-69.66666666666667,29.955522584881297,-103.0,-82.0,-61.0,-53.0,-45.0,2.0,29.0,18.384776310850235,16.0,22.5,29.0,35.5,42.0,3,0,0,0,1,0.09489865913830875,1
human dignity;immanuel kant;bible;ancient egypt,human dignity,gaza strip,3,4,0,3.0,-120.66666666666667,70.2163323830954,-177.0,-160.0,-143.0,-92.5,-42.0,2.0,-50.5,119.50104602052653,-135.0,-92.75,-50.5,-8.25,34.0,1,1,1,0,1,0.09488208821120504,0
ammonite;clay;mineral;lead;firearm;ak-47,ammonite,ak-47,5,4,1,5.0,-81.0,51.92301994298868,-134.0,-132.0,-78.0,-42.0,-19.0,4.0,14.75,60.27368137642388,-56.0,-12.5,12.5,39.75,90.0,3,2,0,1,0,0.06339378058875204,1
"harry s. truman;kansas city, missouri;city;economics;market;supply and demand",harry s. truman,juice,5,4,0,5.0,-92.0,54.849794894785155,-175.0,-110.0,-78.0,-69.0,-28.0,4.0,10.25,76.14624087898233,-65.0,-47.0,4.5,61.75,97.0,1,1,2,1,1,0.06338110169359006,0
music of trinidad and tobago;europe;norway;viking,music of trinidad and tobago,svartálfar,3,4,0,3.0,-489.3333333333333,420.32883952131255,-955.0,-665.0,-375.0,-256.5,-138.0,2.0,408.5,242.5376259469858,237.0,322.75,408.5,494.25,580.0,2,1,0,1,0,0.11263568659965907,1
ice;earth's atmosphere;nitrogen;chemical element,ice,roentgenium,3,4,0,3.0,-150.33333333333334,27.42869543622761,-182.0,-158.5,-135.0,-134.5,-134.0,2.0,-23.5,34.64823227814083,-48.0,-35.75,-23.5,-11.25,1.0,1,0,2,0,1,0.11271295732485198,0
african dwarf frog;africa;europe;united kingdom;london;london bridge,african dwarf frog,london bridge,5,4,1,5.0,-723.0,440.93536941370445,-1143.0,-1129.0,-753.0,-481.0,-109.0,4.0,93.0,565.6724611763714,-662.0,-155.0,195.0,443.0,644.0,2,1,0,2,1,0.06347220511613667,0
african dwarf frog;africa;europe;united kingdom;london;london bridge,african dwarf frog,london bridge,5,4,1,5.0,-723.0,440.93536941370445,-1143.0,-1129.0,-753.0,-481.0,-109.0,4.0,93.0,565.6724611763714,-662.0,-155.0,195.0,443.0,644.0,3,1,0,2,0,0.06347220511613667,1
brain;southern united states;united states;sport;football (soccer),brain,tiger woods,4,4,0,4.0,-572.75,709.1480216898773,-1623.0,-672.0,-294.0,-194.75,-80.0,3.0,-51.0,1413.4627692302333,-1543.0,-710.5,122.0,695.0,1268.0,3,0,2,0,0,0.07127055499515954,1
zheng he;giraffe;animal;bird;falcon;peregrine falcon,zheng he,peregrine falcon,5,4,1,5.0,-184.6,210.54761931686616,-520.0,-264.0,-65.0,-55.0,-19.0,4.0,9.0,328.2042047262649,-465.0,-81.75,122.5,213.25,256.0,2,1,1,1,1,0.07127190343998131,0
american popular music;salsa music;music of spain;italy,american popular music,leaning tower of pisa,3,4,0,3.0,-222.0,316.2419959461425,-587.0,-318.0,-49.0,-39.5,-30.0,2.0,-269.0,407.29350596345137,-557.0,-413.0,-269.0,-125.0,19.0,3,1,0,0,0,0.16028410398758833,1
darth vader;binoculars;united states;yellowstone national park,darth vader,water buffalo,3,4,0,3.0,-630.6666666666666,813.8460132809728,-1556.0,-933.0,-310.0,-168.0,-26.0,2.0,-142.0,1962.9284245738559,-1530.0,-836.0,-142.0,552.0,1246.0,1,0,1,2,0,0.16099990677708387,0
differential equation;mathematics;ancient egypt;north africa;islam;saudi arabia;iraq,differential equation,islamic republic,6,4,0,6.0,-225.66666666666666,75.43385623621974,-326.0,-287.25,-191.5,-171.5,-161.0,5.0,-31.2,113.86263654070196,-159.0,-119.0,-24.0,18.0,128.0,4,0,1,1,1,0.06668095330754141,1
