path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing
batman;scotland;textile;cotton;plant,batman,banana,4,4,0,0,2,2,1,0,2,"[0.00982469648640849, 0.013545185044422653, 0.10659269302639793, 0.05081976214092004]","[0.006181269926866871, 0.026148175122434805, 0.024654788801630894, 0.05081976214092004, 1.0000000000000018]","[True, True, False]","[True, False, True, True]",False,False,4.0,-200.25,109.17379111612212,-342.0,-246.75,-188.5,-142.0,-82.0,3.0,42.333333333333336,159.86348342674552,-133.0,-26.5,80.0,130.0,180.0,0,0,0,0,0.0989976920598629,0,0.0986826591019469,0,0.07998373384854773,0,0.16254347593258076
oregano;flower;extinction;dinosaur;brachiosaurus,oregano,brachiosaurus,4,4,1,2,2,0,1,0,1,"[0.03999811443404175, 0.09143634136956853, 0.12730386784554584, 0.1491086706612026]","[0.010242526550559863, 0.017818300932103615, 0.0715711054182393, 0.1491086706612026, 0.999999999999999]","[True, True, True]","[True, True, True, True]",True,True,4.0,-103.0,23.678400846904054,-135.0,-111.75,-99.0,-90.25,-79.0,3.0,3.3333333333333335,52.00320502943384,-56.0,-15.5,25.0,33.0,41.0,0,0,0,0,0.10261878485706649,0,0.09881991311241378,0,0.07511942997263885,1,0.1625968482181569
indus river;british east india company;great britain;viking;longship,indus river,longship,4,4,1,2,0,0,0,3,2,"[0.052690631484013165, 0.11355453047200706, 0.10265343276503198, 0.3133379758535812]","[0.011553641103188078, 0.01920419288471504, 0.027820385033801354, 0.3133379758535812, 0.9999999999999999]","[True, False, True]","[True, True, True, True]",False,True,4.0,-114.5,70.2827622299143,-215.0,-137.0,-89.0,-66.5,-65.0,3.0,0.6666666666666666,131.9747450587927,-148.0,-51.0,46.0,75.0,104.0,0,0,1,0,0.1004612001176139,0,0.0978469207637832,1,0.06946719335259452,0,0.15411323247504563
rabat;arabic language;algebra;mathematics;applied mathematics,rabat,applied mathematics,4,4,1,1,1,2,0,1,2,"[0.026721913579865985, 0.031934322980439, 0.1653146167399044, 0.7129208476078875]","[0.005194016605779751, 0.021557848239160966, 0.09642305251272996, 0.7129208476078875, 0.9999999999999982]","[True, True, True]","[True, True, True, True]",True,True,4.0,-129.5,67.21358989569495,-203.0,-178.25,-122.5,-73.75,-70.0,3.0,44.333333333333336,121.47564913732025,-95.0,2.5,100.0,114.0,128.0,0,0,0,0,0.09637253374984757,0,0.09352704525946237,0,0.06772400387599892,1,0.1539896059271536
henry fonda;united states;moon;solar system;comet;comet hyakutake,henry fonda,comet hyakutake,5,4,1,2,1,1,1,1,4,"[0.03700012466253659, 0.059399143662697676, 0.19708901460874667, 0.2843268623732793, 0.6281942242614056]","[0.004601271783173133, 0.01893137692371188, 0.08293682870848373, 0.19871312067877064, 0.6281942242614056, 1.000000000000002]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-456.0,638.2444672693998,-1567.0,-425.0,-145.0,-101.0,-42.0,4.0,381.25,518.5154288929116,44.0,55.25,169.5,495.5,1142.0,0,0,0,0,0.06414172344022606,0,0.10219209776370874,0,0.10720822654556278,1,0.03656877456829201
ozone depletion;australia;continent;africa;south africa;flag of south africa,ozone depletion,flag of south africa,5,4,1,0,1,2,1,2,4,"[0.018136206529915898, 0.17075432509224064, 0.24379167151240802, 0.5288559985334571, 0.19728293120748877]","[0.00633561833573374, 0.047634120584757134, 0.037403055883827765, 0.14768276672938543, 0.19728293120748877, 1.0000000000000027]","[True, True, True, False]","[True, False, True, True, True]",False,False,5.0,-375.8,230.96038621374012,-578.0,-531.0,-521.0,-147.0,-102.0,4.0,119.0,388.2585049508467,-384.0,-88.5,214.5,422.0,431.0,0,0,0,0,0.056171729773115936,0,0.028172741912985168,0,0.04603156795664129,0,0.03658438839654775
karl marx;aristotle;mathematics;arithmetic;elementary arithmetic,karl marx,elementary arithmetic,4,4,1,0,0,1,1,3,4,"[0.04004365128450752, 0.09561551282713412, 0.20533204195066698, 0.2084415121961167]","[0.0064163027335055745, 0.008845559170559849, 0.03839283938868095, 0.2084415121961167, 0.9999999999999991]","[True, True, True]","[True, True, True, True]",True,True,4.0,-110.75,81.43453403399158,-186.0,-171.0,-124.0,-63.75,-9.0,3.0,52.333333333333336,64.53164598345012,-20.0,26.5,73.0,88.5,104.0,0,0,1,0,0.10117186791877586,0,0.08165114679289598,1,0.06933506426008183,1,0.14885781103168608
weed;greenhouse effect;venus;pythagoras;plato,weed,plato,4,4,1,1,2,0,1,1,3,"[0.03842763721786693, 0.199616736633705, 0.01553372632660297, 0.12029735406505991]","[0.004475215703556215, 0.010380212699420762, 0.011626842368355924, 0.12029735406505991, 1.0000000000000038]","[True, False, True]","[True, True, True, True]",False,True,4.0,-59.5,30.479501308256346,-91.0,-80.5,-62.0,-41.0,-23.0,3.0,-22.666666666666668,8.082903768654761,-30.0,-27.0,-24.0,-19.0,-14.0,0,0,0,0,0.1064677656014214,0,0.08683020418366921,0,0.0696403256451055,0,0.14898295312655294
habsburg spain;pacific ocean;republic of china;china;people's republic of china,habsburg spain,giant panda,4,4,0,1,0,1,3,0,4,"[0.04756045592167366, 0.10777940271442438, 0.5434611911063396, 0.6813834030398858]","[0.053857632687846074, 0.1350315143837061, 0.44870263444034536, 0.6813834030398858, 1.000000000000002]","[True, True, True]","[True, True, True, True]",True,True,4.0,-329.0,172.9065258070576,-552.0,-417.75,-301.5,-212.75,-161.0,3.0,-47.666666666666664,302.37945256470937,-391.0,-161.0,69.0,124.0,179.0,0,1,0,0,0.0953846685753824,1,0.12080842197284143,0,0.08093040473910931,1,0.1700526779009057
blaise pascal;science;chemistry;periodic table;erbium,blaise pascal,erbium,4,4,1,0,3,1,1,0,3,"[0.07285125170709851, 0.12308299063279333, 0.22399737325706182, 0.12761446613257052]","[0.004339281115895883, 0.014539652350457453, 0.049144666314803374, 0.12761446613257052, 1.000000000000001]","[True, True, False]","[True, True, True, True]",False,True,4.0,-144.0,18.20256392196806,-158.0,-157.25,-149.5,-136.25,-119.0,3.0,5.333333333333333,39.399661589071215,-38.0,-11.5,15.0,27.0,39.0,0,0,0,0,0.1015250099360443,0,0.10308539998670443,0,0.08217381691846593,0,0.16949024842870639
body mass index;belgium;petroleum;electricity;michael faraday;humphry davy,body mass index,humphry davy,5,4,1,1,2,1,2,0,4,"[0.01726841854624195, 0.054862177479424096, 0.06558164736556338, 0.1844022347905593, 0.38448087037431067]","[0.007827042308949367, 0.011796545402637719, 0.012834300997925022, 0.043206786488601066, 0.38448087037431067, 1.0000000000000027]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-146.0,95.6660859448112,-231.0,-229.0,-183.0,-51.0,-36.0,4.0,48.75,58.4886028783956,2.0,11.75,30.5,67.5,132.0,0,0,0,0,0.07388862480594122,0,0.05232908072122513,0,0.05445777181803514,1,0.04534843254716199
plymouth;middle east;agriculture;vegetable;lettuce;arugula,plymouth,arugula,5,4,1,0,2,1,3,0,2,"[0.030749557993059607, 0.06317109451752577, 0.10019532963684202, 0.08179422360905714, 0.1437936262504858]","[0.005411445538172823, 0.01918759693424308, 0.0460562006217428, 0.09382343569546468, 0.1437936262504858, 0.9999999999999993]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-141.6,133.5750725247791,-322.0,-239.0,-98.0,-27.0,-22.0,4.0,54.25,129.56176133412202,-83.0,-17.0,38.0,109.25,224.0,0,1,0,0,0.07514234135614284,1,0.06317487916256867,0,0.053518387292546266,0,0.04536104644635319
riesling;germany;netherlands;dutch language,riesling,jyllands-posten muhammad cartoons controversy,3,4,0,0,2,0,0,2,2,"[0.04863944487616022, 0.3044066364043762, 0.463651261119689]","[0.015148947316500821, 0.12266077267075466, 0.463651261119689, 1.0000000000000022]","[True, True]","[True, True, True]",True,True,3.0,-492.6666666666667,267.87372647076336,-752.0,-630.5,-509.0,-363.0,-217.0,2.0,267.5,34.64823227814083,243.0,255.25,267.5,279.75,292.0,0,0,1,0,0.10742458481443416,0,0.17360685542392565,1,0.1502785389218842,1,0.4434692025859368
polonium;poland;world war ii;united kingdom,polonium,monty python,3,4,0,1,0,0,1,2,4,"[0.02115531399965203, 0.16738711558618008, 0.16681492776032184]","[0.017105136713093806, 0.10955472517456588, 0.16681492776032184, 1.0000000000000027]","[True, False]","[True, True, True]",False,True,3.0,-736.6666666666666,394.1501405978861,-1089.0,-949.5,-810.0,-560.5,-311.0,2.0,-389.0,155.56349186104046,-499.0,-444.0,-389.0,-334.0,-279.0,0,0,1,0,0.1481936390814754,0,0.19777731505469737,1,0.1909062384069874,0,0.4430316300632235
edible salt;human;chordate;bird;falcon;peregrine falcon,edible salt,peregrine falcon,5,4,1,1,2,1,1,1,2,"[0.03585655735886044, 0.0406576781639713, 0.07013256252535652, 0.07328792417301735, 0.4396934664492564]","[0.013052560523831802, 0.03637586983751697, 0.010865418516907362, 0.1284333384943321, 0.4396934664492564, 1.0000000000000009]","[True, True, True, True]","[True, False, True, True, True]",True,False,5.0,-196.8,178.58387385203625,-473.0,-243.0,-184.0,-65.0,-19.0,4.0,41.25,233.3914808499516,-289.0,-37.75,112.0,191.0,230.0,0,0,0,0,0.07365385698371144,0,0.060932302852642437,0,0.05090717521381048,1,0.047163074240777585
ornithischia;dinosaur;physics;ancient greece;greece;parthenon,ornithischia,parthenon,5,4,1,1,1,0,2,2,5,"[0.33831240507005933, 0.034048634597241, 0.02266905788307298, 0.367972866252942, 0.1291709987534634]","[0.009710333635154207, 0.01906082535553047, 0.013197734962378166, 0.20749784400248278, 0.1291709987534634, 1.0]","[False, False, True, False]","[True, False, True, False, True]",False,False,5.0,-206.4,86.11213619461545,-309.0,-268.0,-216.0,-128.0,-111.0,4.0,-4.25,126.62115410414908,-105.0,-65.25,-46.5,14.5,181.0,0,0,0,0,0.07607031218081156,0,0.06227350632062666,0,0.06529145373401606,0,0.047169171706645995
salt;color;bird;parrot;rose-ringed parakeet,salt,rose-ringed parakeet,4,4,1,1,1,0,1,2,1,"[0.03011690121086452, 0.036176531801456115, 0.11545082687449595, 0.22136460929000193]","[0.002691366285426993, 0.023523260154142762, 0.08342942410517895, 0.22136460929000193, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True,4.0,-134.0,104.24330514074592,-254.0,-201.5,-129.0,-61.5,-24.0,3.0,53.333333333333336,125.03332889007368,-70.0,-10.0,50.0,115.0,180.0,0,0,0,0,0.09872922228444514,0,0.07721025810354928,0,0.06909526782879469,1,0.1378460354716128
"seychelles;september 11, 2001 attacks;george w. bush;president of the united states;calvin coolidge",seychelles,calvin coolidge,4,4,1,1,2,1,1,0,4,"[0.03901217603448166, 0.15674831025923833, 0.260446968480263, 0.16593381836693474]","[0.014240778110018865, 0.03063371907864292, 0.053163247139429964, 0.16593381836693474, 0.999999999999998]","[True, True, False]","[True, True, True, True]",False,True,4.0,-143.25,77.8176286797107,-245.0,-181.25,-130.0,-92.0,-68.0,3.0,10.666666666666666,144.59022558020075,-85.0,-72.5,-60.0,58.5,177.0,0,0,0,0,0.10268538424710501,0,0.07602838152498216,0,0.0773721097757193,0,0.13773930956874025
lindisfarne gospels;english language;australia;canberra,lindisfarne gospels,"yarralumla, australian capital territory",3,4,0,0,1,1,2,0,2,"[0.042706137504055, 0.10662209512029572, 0.2470348547009831]","[0.007856904557795048, 0.031209373174604493, 0.2470348547009831, 1.000000000000001]","[True, True]","[True, True, True]",True,True,3.0,-464.3333333333333,313.15384930307556,-679.0,-644.0,-609.0,-357.0,-105.0,2.0,252.0,455.3767670841366,-70.0,91.0,252.0,413.0,574.0,0,1,0,0,0.11395102990240812,1,0.07241743411959814,0,0.12082590179258991,1,0.3867837049483552
scrooge mcduck;india;british east india company;goa,scrooge mcduck,long pepper,3,4,0,1,0,2,0,1,2,"[0.009390064659183435, 0.3441818585650441, 0.07069863659117369]","[0.006018712855392177, 0.14191933274159438, 0.07069863659117369, 0.9999999999999962]","[True, False]","[True, False, True]",False,False,3.0,-270.0,315.4488865093678,-632.0,-378.0,-124.0,-89.0,-54.0,2.0,289.0,309.7127701597078,70.0,179.5,289.0,398.5,508.0,0,0,0,0,0.11394087911481006,0,0.1564540624806878,0,0.09116768137540224,0,0.38693079829083193
the broads;england;royal navy;united states;nato,the broads,u.s. navy marine mammal program,4,4,0,1,1,1,1,1,5,"[0.0346510726074489, 0.11333199243454539, 0.13203031383383154, 0.1461299246100349]","[0.007408747266779997, 0.05625135987019177, 0.09455937246550035, 0.1461299246100349, 0.9999999999999991]","[True, True, True]","[True, True, True, True]",True,True,4.0,-755.25,609.2215661536176,-1613.0,-972.5,-570.5,-353.25,-267.0,3.0,125.66666666666669,1326.9824163617743,-1346.0,-427.0,492.0,861.5,1231.0,0,0,0,0,0.06637960446185755,0,0.13466313958808981,0,0.0714566632698797,1,0.14932697789957597
dimetrodon;carnivore;tiger;calvin and hobbes;krazy kat,dimetrodon,krazy kat,4,4,1,2,1,0,1,1,2,"[0.05364768536549519, 0.14752489311704148, 0.03777358823846673, 0.11145090395564089]","[0.0027377885708071647, 0.002653840489000948, 0.005713548623996965, 0.11145090395564089, 1.0000000000000009]","[True, False, True]","[False, True, True, True]",False,False,4.0,-41.0,18.01850900231944,-56.0,-50.75,-46.5,-36.75,-15.0,3.0,11.333333333333334,27.061657993059725,-12.0,-3.5,5.0,23.0,41.0,0,0,0,0,0.10578646475633349,0,0.08224592138686171,0,0.06947911935883475,0,0.14923588528966972
season;united states;new york city;business,season,henry h. rogers,3,4,0,1,0,1,1,1,2,"[0.049392362044218076, 0.2995141369132943, 0.07459787613039813]","[0.01111474972670662, 0.10164484654741857, 0.07459787613039813, 0.9999999999999997]","[True, False]","[True, False, True]",False,False,3.0,-767.0,745.6621218755852,-1579.0,-1094.0,-609.0,-361.0,-113.0,2.0,733.0,335.1686142824235,496.0,614.5,733.0,851.5,970.0,0,0,0,0,0.08627935686890154,0,0.22263477293334719,0,0.14841681234101867,0,0.4651634558216932
investment banking;united states;people's republic of china;hong kong,investment banking,history of central asia,3,4,0,3,0,0,1,0,3,"[0.04907067516718685, 0.2181377806269455, 0.26708331187484385]","[0.02120556989589286, 0.08335438047872326, 0.26708331187484385, 1.0000000000000033]","[True, True]","[True, True, True]",True,True,3.0,-782.0,693.6057958235355,-1555.0,-1066.0,-577.0,-395.5,-214.0,2.0,670.5,434.8706704297267,363.0,516.75,670.5,824.25,978.0,1,0,0,1,0.08700231630688395,0,0.26770949308561404,0,0.1561558191266994,1,0.4929805195678026
names of god in judaism;syria;league of nations;world war ii,names of god in judaism,battle of rennell island,3,4,0,1,0,0,2,1,3,"[0.030369220693990985, 0.07477381137980857, 0.20753456697412548]","[0.015728183681347704, 0.09228549993322024, 0.20753456697412548, 0.9999999999999979]","[True, True]","[True, True, True]",True,True,3.0,-373.0,392.95419580404024,-826.0,-497.5,-169.0,-146.5,-124.0,2.0,-328.5,528.208765546351,-702.0,-515.25,-328.5,-141.75,45.0,0,1,0,0,0.15610870880525385,1,0.20030059141861276,0,0.0943337033841742,1,0.37734876593267536
second congo war;democratic republic of the congo;south africa;cape town,second congo war,social capital,3,4,0,0,0,0,3,1,3,"[0.4609914359293512, 0.15868069552322647, 0.42004625021712394]","[0.03250684630628983, 0.05868680679759218, 0.42004625021712394, 1.0000000000000013]","[False, True]","[True, True, True]",False,True,3.0,-240.0,185.35371590556255,-454.0,-295.0,-136.0,-133.0,-130.0,2.0,-3.0,453.96255352176354,-324.0,-163.5,-3.0,157.5,318.0,0,1,0,0,0.13068148382503525,1,0.13832507091068905,0,0.09086273899216427,0,0.3780802553595946
gas metal arc welding;humphry davy;united kingdom;elizabeth ii of the united kingdom;edward vii of the united kingdom,gas metal arc welding,edward vii of the united kingdom,4,4,1,0,0,1,1,3,3,"[0.01707401649207172, 0.05046724163499802, 0.2977580584603568, 0.3282602907751702]","[0.004354173701730256, 0.027430447218641067, 0.12782498523861602, 0.3282602907751702, 1.0000000000000029]","[True, True, True]","[True, True, True, True]",True,True,4.0,-368.0,432.612991020843,-998.0,-472.25,-213.0,-108.75,-48.0,3.0,-27.0,842.5965820011377,-950.0,-391.0,168.0,434.5,701.0,0,0,1,0,0.09053780036728312,0,0.10000581186653368,1,0.06078361444164147,1,0.1280732109664412
gnu;internet;united states;atlantic ocean;ocean,gnu,ocean,4,4,1,0,0,1,2,2,3,"[0.07746558049797114, 0.07585687426678714, 0.1937470081230291, 0.38150928545766527]","[0.005803914188315936, 0.020162191323415065, 0.09817563487247677, 0.38150928545766527, 1.0000000000000016]","[False, True, True]","[True, True, True, True]",False,True,4.0,-614.25,669.5353488303163,-1582.0,-802.0,-370.5,-182.75,-134.0,3.0,-21.666666666666668,1283.461075893357,-1448.0,-552.5,343.0,691.5,1040.0,0,0,0,0,0.07615341334132651,0,0.1355797460642071,0,0.055693870113834226,0,0.12818678314954718
batman;earthquake;earth;antarctica;penguin,batman,penguin,4,4,1,0,1,2,0,2,3,"[0.008280305774261941, 0.12109266297452334, 0.13030259144192405, 0.14265761063721744]","[0.007088993013483342, 0.007855144134758648, 0.024420200902685558, 0.14265761063721744, 1.000000000000002]","[True, True, True]","[True, True, True, True]",True,True,4.0,-171.5,98.56469956328178,-287.0,-236.75,-155.5,-90.25,-88.0,3.0,1.0,173.67498380595865,-196.0,-64.5,67.0,99.5,132.0,0,0,0,0,0.0961342239403718,0,0.0960741096768584,0,0.06794266889156714,1,0.1504009588661923
english channel;spanish armada;tennis;john mcenroe;homestar runner,english channel,homestar runner,4,4,1,0,1,1,2,1,3,"[0.07676226061918076, 0.02708797064968921, 0.28070434311435993, 0.039707260469064275]","[0.011560913602941987, 0.010872698644735796, 0.03480998463263691, 0.039707260469064275, 1.0000000000000009]","[False, True, False]","[False, True, True, True]",False,False,4.0,-59.5,29.2175746198528,-101.0,-68.0,-51.5,-43.0,-34.0,3.0,7.666666666666667,49.642052066099495,-44.0,-16.0,12.0,33.5,55.0,0,0,0,0,0.10406796073508445,0,0.08790394403998915,0,0.069834624438124,0,0.15039344945175084
snow;electricity;physics;mathematics;game theory;ultimatum game,snow,ultimatum game,5,4,1,3,0,0,2,1,4,"[0.022507971737222795, 0.1515114472623169, 0.16053298551507866, 0.09892805683562733, 0.41454005005989314]","[0.01015797809291192, 0.012556831813598793, 0.03391570463789098, 0.02229703829072517, 0.41454005005989314, 0.9999999999999988]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-130.6,88.29949037225526,-256.0,-164.0,-132.0,-78.0,-23.0,4.0,27.25,117.2273432267404,-92.0,-47.0,11.5,85.75,178.0,1,0,0,1,0.07992849330119525,0,0.06017888156905851,0,0.06152179032093876,0,0.051151697311351156
sodium hydroxide;drinking water;earth;tropical cyclone;hurricane katrina;meteorological history of hurricane katrina,sodium hydroxide,meteorological history of hurricane katrina,5,4,1,1,0,2,2,1,2,"[0.060367803327461354, 0.08134578377335949, 0.08520607345509168, 0.3121796811468337, 0.7733137372096378]","[0.004973730081315423, 0.010546263858219771, 0.036658168463439875, 0.41705767095998136, 0.7733137372096378, 0.9999999999999989]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-153.8,114.121426559608,-318.0,-216.0,-131.0,-55.0,-49.0,4.0,-1.5,178.65889286570652,-269.0,-10.25,80.5,89.25,102.0,0,0,0,0,0.076560381538904,0,0.07250878252385377,0,0.047347870508483055,1,0.05115169613113717
water;electricity;electronics;computer;computer and video games;nintendo entertainment system,water,nintendo entertainment system,5,4,1,1,0,0,4,1,4,"[0.05469466861893914, 0.10376353855217056, 0.149020251634912, 0.1505697059933653, 0.3095694927751863]","[0.01344371481814352, 0.012960067281668883, 0.027597351385914296, 0.07080742585127883, 0.3095694927751863, 0.9999999999999968]","[True, True, True, True]","[False, True, True, True, True]",True,False,5.0,-104.2,77.83122766602106,-238.0,-99.0,-84.0,-53.0,-47.0,4.0,47.75,75.21690856006602,-15.0,0.75,26.0,73.0,154.0,0,1,0,0,0.0783044722104146,1,0.06870581993707009,0,0.06134151336746057,1,0.05259281935891892
