path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing,treatment_target_strictly_increasing,prop_scores_target_strictly_increasing
gnu;richard stallman;english language;england;atlantic ocean;ocean,gnu,ocean,5,4,1,0,3,3,0,0,2,"[0.3718817569337657, 0.024821786131183177, 0.24744514090634143, 0.08187541538266625, 0.38150928545766527]","[0.005803914188315936, 0.0064010444686386295, 0.03212897553151968, 0.0403846323318516, 0.38150928545766527, 1.0000000000000016]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-426.4,332.60156343589244,-867.0,-619.0,-420.0,-199.0,-27.0,4.0,-43.0,466.6269030678221,-592.0,-334.0,-13.5,277.5,447.0,0,0,0,0,0.07335688034104257,0,0.04571339070146299,0,0.06441279487737435,0,0.04132794632280014,1,0.48885157281247155
rome;vatican city;christianity;religion;mythology;culture,rome,firefly (tv series),5,4,0,1,1,1,3,0,5,"[0.26818911662716644, 0.0698648726476715, 0.21524810071320838, 0.17820653874743628, 0.12348169426119228]","[0.05838099098862554, 0.035481311632816634, 0.10864345310170967, 0.24030734429277933, 0.12348169426119228, 1.000000000000001]","[False, True, False, False]","[False, True, True, False, True]",False,False,5.0,-190.2,111.02342095251794,-374.0,-215.0,-136.0,-118.0,-108.0,4.0,4.5,176.43979143039135,-238.0,-67.0,48.5,120.0,159.0,0,1,0,0,0.07730890107531703,1,0.08791586436304476,0,0.06190134288397851,0,0.059991285435377434,0,0.36617964901723077
rainforest;united states;broadcasting;television;bbc,rainforest,sesame street,4,4,0,0,0,1,1,3,3,"[0.06252525403155727, 0.07145185235528669, 0.2878967082377812, 0.17085206191573538]","[0.009918971973808614, 0.062226035426767724, 0.24735896843987332, 0.17085206191573538, 1.000000000000003]","[True, True, False]","[True, True, False, True]",False,False,4.0,-564.25,679.8893905138787,-1580.0,-628.25,-251.5,-187.5,-174.0,3.0,462.6666666666667,702.5925799019893,-18.0,59.5,137.0,703.0,1269.0,0,0,1,0,0.07704878301279876,0,0.10412666132438325,1,0.1252122822164291,0,0.11815598169523443,0,0.5255511876114274
bible;19th century;oil refinery;petroleum;biodiesel,bible,corn oil,4,4,0,2,0,1,0,2,4,"[0.034314240204187295, 0.02968125145755574, 0.3342606949587549, 0.2056977584124083]","[0.008801930286760544, 0.012001838366484484, 0.1302899622510865, 0.2056977584124083, 0.9999999999999986]","[False, True, False]","[True, True, True, True]",False,True,4.0,-192.0,86.92908987598264,-305.0,-215.75,-185.0,-161.25,-93.0,3.0,70.66666666666667,64.46963109351047,-2.0,45.5,93.0,107.0,121.0,0,0,0,0,0.10053429437392813,0,0.11062212089296766,0,0.0878263148550746,0,0.1790183212795325,1,0.6259907252215229
the marriage of figaro;the magic flute;world war i;british empire;united kingdom;wales,the marriage of figaro,glastonbury festival,5,4,0,2,2,1,1,0,6,"[0.05731895240082947, 0.014396454946966208, 0.3364288645352186, 0.325264486047702, 0.3534612655560276]","[0.00687813607239273, 0.011130830521697402, 0.04798655015159486, 0.08906338686839721, 0.3534612655560276, 1.0000000000000002]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-414.2,412.2434960069109,-1099.0,-411.0,-334.0,-222.0,-5.0,4.0,-82.25,713.6410745839489,-877.0,-523.75,-108.5,333.0,765.0,0,0,0,0,0.08088433398887442,0,0.04540773569026166,0,0.08579026899156274,0,0.03708226028620794,1,0.5091866520293215
blackjack;europe;renaissance;leonardo da vinci;mona lisa;art;drawing,blackjack,drawing,6,4,1,1,1,1,1,3,6,"[0.010907221792101266, 0.11019835254880725, 0.18882777703026907, 0.279539968359236, 0.1265034991018572, 0.14959690831474837]","[0.018424312075017022, 0.02159992812110471, 0.06946051073751984, 0.10394963971085591, 0.0671485714027185, 0.14959690831474837, 1.0000000000000007]","[True, True, True, False, True]","[True, True, True, False, True, True]",False,False,6.0,-265.6666666666667,338.0104534872652,-936.0,-246.75,-122.5,-83.0,-55.0,5.0,171.4,289.0852815347056,-95.0,40.0,71.0,184.0,657.0,0,0,0,0,0.05500444480533348,0,0.06548936589361792,0,0.06503195940166814,0,0.01232563946825807,0,0.18469444236141616
suleiman the magnificent;north africa;africa;carnivore;gray wolf;mammal,suleiman the magnificent,bat-eared fox,5,4,0,1,2,2,0,1,2,"[0.04122048866280617, 0.4192155578415994, 0.018896230703937172, 0.16520159996922446, 0.02790657430672358]","[0.00744694909130613, 0.027853821747025203, 0.058757732228588815, 0.10146111029177925, 0.02790657430672358, 0.9999999999999976]","[True, False, True, False]","[True, True, True, False, True]",False,False,5.0,-231.4,176.33859475452334,-508.0,-249.0,-226.0,-141.0,-33.0,4.0,-21.25,307.6083819837598,-367.0,-236.5,11.5,226.75,259.0,0,0,0,0,0.0798101927735034,0,0.058781360693201626,0,0.06734785412596475,0,0.0573584647541003,0,0.48613025146667277
music of dominica;english language;old english language;england;charles dickens;henry james,music of dominica,alice's adventures in wonderland,5,4,0,2,1,0,3,0,3,"[0.03391094305522851, 0.4514152407196971, 0.21853910526102258, 0.05734722114069711, 0.11439733320356897]","[0.020712192393222785, 0.05260893697113615, 0.05637043385878654, 0.07444545887543022, 0.11439733320356897, 1.0000000000000029]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-356.2,315.6710312968233,-769.0,-610.0,-208.0,-158.0,-36.0,4.0,143.5,529.0119721392576,-611.0,-23.75,312.0,479.25,561.0,0,1,0,0,0.07084619285000526,1,0.09391187751403325,0,0.0477478560425586,0,0.05883263932078692,1,0.4866832637924128
crystal;snow;human;genetics,crystal,child,3,4,0,0,0,2,1,1,2,"[0.09947947139874977, 0.03937636405098223, 0.12583927693757974]","[0.018896653411929074, 0.013627945415221136, 0.12583927693757974, 1.0000000000000002]","[False, True]","[False, True, True]",False,False,3.0,-153.33333333333334,73.41888948583555,-203.0,-195.5,-188.0,-128.5,-69.0,2.0,-67.0,73.53910524340094,-119.0,-93.0,-67.0,-41.0,-15.0,0,0,0,0,0.13596553733488484,0,0.10912881022413905,0,0.09588048002796491,0,0.3555154608443896,0,0.8230324566773718
tropics;earth;united states;canada;canadian senate,tropics,senate of canada,4,4,0,4,0,0,1,0,3,"[0.09677615178076758, 0.08151216872548508, 0.28943270675633215, 0.2489043835115804]","[0.0062486928971747764, 0.015739455344118823, 0.11031574397931038, 0.2489043835115804, 1.0000000000000002]","[False, True, False]","[True, True, True, True]",False,True,4.0,-721.75,713.2962801903101,-1667.0,-1064.0,-574.0,-231.75,-72.0,3.0,71.0,1258.3516996452145,-1382.0,-295.5,791.0,797.5,804.0,1,0,0,1,0.06908845803545048,0,0.20226261589893854,0,0.040391044951256935,0,0.19356184259885853,1,0.8243202189692812
recycling;world war ii;united nations;poverty;working poor,recycling,working poor,4,4,1,2,0,2,1,0,2,"[0.03062313668718424, 0.17035826098817647, 0.16210678635710224, 0.3874881070588753]","[0.021634946780963664, 0.033593872133532925, 0.09857917826952375, 0.3874881070588753, 0.9999999999999991]","[True, False, True]","[True, True, True, True]",False,True,4.0,-363.25,320.1139120167486,-775.0,-529.75,-312.0,-145.5,-54.0,3.0,240.33333333333337,106.10529361598005,122.0,197.0,272.0,299.5,327.0,0,0,0,0,0.08430929668844829,0,0.11177561155786103,0,0.08089137581796697,0,0.1533926016547218,1,0.6433232277212068
carl jung;alchemy;gold;bismuth;german language,carl jung,isaac brock,4,4,0,2,1,1,0,1,2,"[0.0601183435909591, 0.0715685542279465, 0.08167168797850237, 0.018986180593143963]","[0.01379379116254545, 0.025316167001432695, 0.02763194592083136, 0.018986180593143963, 0.9999999999999998]","[True, True, False]","[True, True, False, True]",False,False,4.0,-178.5,99.34955124877683,-268.0,-262.0,-183.0,-99.5,-80.0,3.0,-60.0,193.00777186424384,-188.0,-171.0,-154.0,4.0,162.0,0,0,0,0,0.10323638906510567,0,0.06439235803594896,0,0.07435639980019544,0,0.1229589431813447,0,0.6431651047932764
diamond cut;20th century;computer;computer programming;programming language;scheme programming language,diamond cut,scheme programming language,5,4,1,2,0,2,0,2,1,"[0.0225324420275954, 0.04959957255731204, 0.329411707483881, 0.7092891405968081, 0.200542779051158]","[0.012139249276762312, 0.017206848595510055, 0.07604033576692533, 0.15497304326728148, 0.200542779051158, 1.0]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-117.8,135.90511395823188,-330.0,-178.0,-44.0,-24.0,-13.0,4.0,79.25,74.06922437828008,11.0,17.75,77.0,138.5,152.0,0,0,0,0,0.07802371809933861,0,0.08138891612783057,0,0.05772574001068843,0,0.05748765224178369,1,0.4282393136355821
coccinellidae;animal;human;english language;england;wales;edward i of england,coccinellidae,llywelyn the great,6,4,0,2,4,0,1,0,2,"[0.02122333481970771, 0.07953121692482294, 0.08264632739911934, 0.24744514090634143, 0.28208484305084214, 0.12000987528029633]","[0.007916683796816367, 0.005448894659234283, 0.02151761607017321, 0.040243992313247996, 0.18388417742823832, 0.12000987528029633, 1.000000000000001]","[True, True, True, True, False]","[False, True, True, True, False, True]",False,False,6.0,-452.6666666666667,305.95402704763774,-867.0,-674.75,-419.0,-228.5,-86.0,5.0,82.8,422.660265461517,-541.0,-134.0,252.0,308.0,529.0,0,0,0,0,0.04996216198323802,0,0.061797216031852995,0,0.05269129122130024,0,0.01583836308333953,0,0.23282404755335298
batman;scotland;ireland;atlantic ocean;ocean;southern ocean;antarctica;penguin,batman,penguin,7,4,1,3,0,0,2,3,6,"[0.00982469648640849, 0.15760025830633892, 0.12102516512844284, 0.38150928545766527, 0.40041213412295007, 0.4691459619292651, 0.14265761063721744]","[0.007088993013483342, 0.011371497780726728, 0.01544827126655765, 0.022169831328953844, 0.022699453907646577, 0.0421112227435662, 0.14265761063721744, 1.000000000000002]","[True, False, True, True, True, False]","[True, True, True, True, True, True, True]",False,True,7.0,-222.57142857142856,142.0244781048407,-429.0,-330.5,-199.0,-102.0,-65.0,6.0,42.333333333333336,94.50643717052648,-87.0,-31.25,69.0,117.5,134.0,0,0,0,0,0.04511855162358422,0,0.047834344074735906,0,0.040777624028494504,0,0.00666868837329174,1,0.09633643541927804
drosophila melanogaster;alzheimer's disease;ronald reagan;united states;north africa;egypt;ancient egypt;rosetta stone,drosophila melanogaster,rosetta stone,7,4,1,0,1,1,3,3,5,"[0.06356307352821623, 0.040521879014955235, 0.11272235920935743, 0.10134020381240576, 0.24714391357855517, 0.5008613160404631, 0.13729950303077548]","[0.006948248724571743, 0.007014595914549577, 0.014269495614232033, 0.03500344125810075, 0.03176365047676327, 0.1372017511017975, 0.13729950303077548, 1.0000000000000009]","[False, True, False, True, True, False]","[True, True, True, False, True, True, True]",False,False,7.0,-399.1428571428572,566.5840415953103,-1638.0,-393.5,-192.0,-73.5,-30.0,6.0,-6.833333333333333,899.3618663622929,-1562.0,-34.25,61.0,181.0,1244.0,0,0,0,0,0.037776006009631234,0,0.030339990445186503,0,0.0249830864403756,0,0.0009283984247614027,0,0.09628537466650046
bald eagle;extinction;dinosaur;brachiosaurus;apatosaurus,bald eagle,apatosaurus,4,4,1,0,1,1,2,1,0,"[0.05992853724494891, 0.12730386784554584, 0.1491086706612026, 0.0934290691886857]","[0.02259340160316833, 0.0455058205587021, 0.15869965232588137, 0.0934290691886857, 1.0000000000000009]","[True, True, False]","[True, True, False, True]",False,False,4.0,-86.5,41.15418164253381,-135.0,-104.25,-88.0,-70.25,-35.0,3.0,15.666666666666666,60.144270993448195,-53.0,-6.0,41.0,50.0,59.0,0,0,0,0,0.10411746954360733,0,0.09122804825252331,0,0.07209778439132286,0,0.15816355070412488,0,0.6803469049731192
karl marx;aristotle;mathematics;arithmetic;elementary arithmetic,karl marx,elementary arithmetic,4,4,1,0,0,1,1,3,4,"[0.04004365128450752, 0.09561551282713412, 0.20533204195066698, 0.2084415121961167]","[0.0064163027335055745, 0.008845559170559849, 0.03839283938868095, 0.2084415121961167, 0.9999999999999991]","[True, True, True]","[True, True, True, True]",True,True,4.0,-110.75,81.43453403399158,-186.0,-171.0,-124.0,-63.75,-9.0,3.0,52.333333333333336,64.53164598345012,-20.0,26.5,73.0,88.5,104.0,0,0,1,0,0.10117186791877586,0,0.08165114679289598,1,0.06933506426008183,1,0.14885781103168608,1,0.7130529896584066
african dwarf frog;africa;europe;united kingdom;england;london;london bridge,african dwarf frog,london bridge,6,4,1,0,3,1,0,3,5,"[0.10480832844607507, 0.20733258691597292, 0.2417890222080024, 0.5659328445737464, 0.2820032973974934, 0.34780896360710256]","[0.008795461440177992, 0.021870204476675873, 0.02241297570376488, 0.07935392536986578, 0.09627490057639415, 0.34780896360710256, 1.0000000000000004]","[True, True, True, False, True]","[True, True, True, True, True, True]",False,True,6.0,-756.0,402.2571316956357,-1143.0,-1076.0,-837.0,-550.0,-109.0,5.0,74.4,474.6607209365443,-662.0,14.0,160.0,212.0,648.0,0,0,0,0,0.05770512063649477,0,0.04610509853343845,0,0.0765970082103081,0,0.015040610987237439,1,0.3038189867438477
all blacks;rugby world cup;south africa;africa;burundi;great rift valley;mozambique,all blacks,mancala,6,4,0,0,2,2,2,1,4,"[0.4356093608383721, 0.11225082107340481, 0.5288559985334571, 0.13812390250475406, 0.056041918016096, 0.04989375950022566]","[0.05484812483779535, 0.04985583734753763, 0.2109944168082808, 0.2953198636192501, 0.0935531217011897, 0.04989375950022566, 0.9999999999999997]","[False, True, False, False, False]","[False, True, True, False, False, True]",False,False,6.0,-227.83333333333337,207.65492208629843,-576.0,-312.25,-190.5,-73.25,-23.0,5.0,-18.6,271.66394681665065,-305.0,-248.0,-57.0,206.0,311.0,0,0,0,0,0.058848067268057046,0,0.039695408720954055,0,0.05015979349062161,0,0.01513265767422913,0,0.23529779008284243
plum;tree;mythology;culture;popular culture;film,plum,harry potter,5,4,0,0,3,0,2,1,3,"[0.05784136818811055, 0.013233373324064351, 0.12348169426119228, 0.48106584122782814, 0.0625867695226163]","[0.009898177656848639, 0.010857907638971969, 0.03359978279922311, 0.04656474780572132, 0.0625867695226163, 1.0000000000000016]","[False, True, True, False]","[True, True, True, True, True]",False,True,5.0,-111.8,31.61012496020856,-160.0,-118.0,-106.0,-102.0,-73.0,4.0,-21.75,27.47574688096152,-54.0,-35.25,-22.5,-9.0,12.0,0,0,0,0,0.08362701788202635,0,0.0795596229528833,0,0.06522312397092113,0,0.061770710271366124,1,0.39789306129887797
ornithischia;dinosaur;physics;ancient greece;greece;parthenon,ornithischia,parthenon,5,4,1,1,1,0,2,2,5,"[0.33831240507005933, 0.034048634597241, 0.02266905788307298, 0.367972866252942, 0.1291709987534634]","[0.009710333635154207, 0.01906082535553047, 0.013197734962378166, 0.20749784400248278, 0.1291709987534634, 1.0]","[False, False, True, False]","[True, False, True, False, True]",False,False,5.0,-206.4,86.11213619461545,-309.0,-268.0,-216.0,-128.0,-111.0,4.0,-4.25,126.62115410414908,-105.0,-65.25,-46.5,14.5,181.0,0,0,0,0,0.07607031218081156,0,0.06227350632062666,0,0.06529145373401606,0,0.047169171706645995,0,0.38485397692114104
wikisource;german language;linguistics;culture;art;music,wikisource,rapping,5,4,0,1,0,0,3,2,3,"[0.052874610053326665, 0.14132170527159763, 0.06676702892842824, 0.13665402655921385, 0.10507580021227184]","[0.007785309730912528, 0.02742926165764552, 0.04000851971557117, 0.10249206517393164, 0.10507580021227184, 1.000000000000001]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-157.4,46.50053763130056,-227.0,-167.0,-162.0,-125.0,-106.0,4.0,16.25,66.96952043031716,-61.0,-11.5,12.0,39.75,102.0,0,1,0,0,0.07822540789292526,1,0.07434090285971705,0,0.06626407973035314,0,0.057416001342354576,1,0.38628686054725664
naval battle of guadalcanal;australia;world war ii;japan,naval battle of guadalcanal,july 2006 java earthquake,3,4,0,0,2,1,1,0,3,"[0.03611425488031563, 0.09888573312663056, 0.2931802172719942]","[0.1426695408615556, 0.11123032023057286, 0.2931802172719942, 1.0000000000000024]","[True, True]","[False, True, True]",True,False,3.0,-700.0,130.28814220795385,-835.0,-762.5,-690.0,-632.5,-575.0,2.0,-57.5,286.37824638055173,-260.0,-158.75,-57.5,43.75,145.0,0,0,0,0,0.11502596672370932,0,0.27787220658501705,0,0.21755695848777382,1,0.5326943249568485,0,0.3860800704006721
irrigation;9th century;12th century;england;victoria of the united kingdom;haemophilia,irrigation,haemophilia,5,4,1,2,0,2,2,0,2,"[0.011344444957296255, 0.5417727040242913, 0.08507142713245897, 0.09159468917101328, 0.07532028034292723]","[0.0065142794309743296, 0.00608687534453537, 0.007946310160645653, 0.015673531459502534, 0.07532028034292723, 0.9999999999999996]","[True, False, True, False]","[False, True, True, True, True]",False,False,5.0,-261.8,306.4852361860192,-794.0,-247.0,-128.0,-90.0,-50.0,4.0,10.0,510.7569545945181,-666.0,-195.0,79.5,284.5,547.0,0,0,0,0,0.0742087866444422,0,0.07506781356623903,0,0.0568563349348397,0,0.04186819389510744,0,0.43627334031329684
fiji;abel tasman;australia;papua new guinea,fiji,kuru (disease),3,4,0,1,0,0,0,3,3,"[0.06543192649221843, 0.12374317080765905, 0.19241748173451448]","[0.06258243638499666, 0.0658419944556924, 0.19241748173451448, 0.9999999999999991]","[True, True]","[True, True, True]",True,True,3.0,-247.0,288.7767303644807,-575.0,-355.0,-135.0,-83.0,-31.0,2.0,-52.0,695.7930726875628,-544.0,-298.0,-52.0,194.0,440.0,0,0,1,0,0.13875160697638392,0,0.10251474044826035,1,0.07536695273194141,1,0.33747164327585494,1,0.8959363417302552
skylark;north america;earth;iron;gold;19th century,skylark,prospecting,5,4,0,0,2,2,1,1,5,"[0.022359114538094322, 0.09456767540370772, 0.07369636742221027, 0.07606076770160079, 0.042610649665143274]","[0.012166278094814615, 0.11201159557885279, 0.025311399846016276, 0.036868219668203334, 0.042610649665143274, 1.0000000000000024]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-338.4,70.18760574346443,-425.0,-369.0,-344.0,-320.0,-234.0,4.0,14.0,103.23759005323592,-135.0,-15.75,52.5,82.25,86.0,0,0,0,0,0.07803776619853593,0,0.11235354219443366,0,0.09090997930496689,0,0.08315953143989906,0,0.278561499559302
soil structure;garden;italy;france;marseille,soil structure,marseille,4,4,1,0,1,1,2,1,4,"[0.031939495117237135, 0.025843027489302384, 0.26378908324119754, 0.14855130835197294]","[0.002514577602253243, 0.006567220859531726, 0.055360995226440494, 0.14855130835197294, 1.0000000000000002]","[False, True, False]","[True, True, True, True]",False,True,4.0,-438.5,471.5043301321138,-1042.0,-695.5,-348.5,-91.5,-15.0,3.0,-34.0,832.1135739789371,-565.0,-513.5,-462.0,231.5,925.0,0,0,0,0,0.09819515038020923,0,0.020233100573327945,0,0.07424424701019237,0,0.05154273576636864,1,0.7439779014117345
tower bridge;england;rugby football;australia;new zealand;all blacks,tower bridge,all blacks,5,4,1,0,1,1,1,3,3,"[0.0728330087017904, 0.15936147462745487, 0.06947847943446638, 0.18543805184162676, 0.3500537851473539]","[0.01853679918362838, 0.12145713806243984, 0.20422734083318847, 0.13681244878447787, 0.3500537851473539, 1.0000000000000024]","[True, False, True, True]","[True, True, False, True, True]",False,False,5.0,-398.4,273.0728840438025,-759.0,-569.0,-385.0,-189.0,-90.0,4.0,167.25,399.2871773548457,-380.0,43.0,239.5,363.75,570.0,0,0,1,0,0.06310301865930909,0,0.0562606449648449,1,0.05558425303893788,0,0.04053604469070505,0,0.47933761951538856
achilles tendon;achilles;ethiopia;africa;côte d'ivoire,achilles tendon,ivory,4,4,0,2,1,0,1,1,3,"[0.4789700473306632, 0.011361904057184973, 0.24765165896429514, 0.16442108016866913]","[0.0035859677194498515, 0.005736268102434623, 0.08548697107700937, 0.16442108016866913, 1.000000000000002]","[False, True, False]","[True, True, True, True]",False,True,4.0,-261.25,251.67091607891444,-604.0,-355.0,-213.5,-119.75,-14.0,3.0,-86.0,393.39420432944866,-449.0,-295.0,-141.0,95.5,332.0,0,0,0,0,0.10734702514587158,0,0.06696650805555394,0,0.07764979045675502,0,0.1180231930096788,1,0.6970278471141583
supply chain management;supply and demand;united states;education in the united states;cornell university,supply chain management,cornell university,4,4,1,1,0,3,1,0,2,"[0.21077647601865745, 0.029405026568717338, 0.26873149331585383, 0.2461390188086684]","[0.024832606255407595, 0.010147103943227521, 0.10800419675975152, 0.2461390188086684, 0.9999999999999988]","[False, True, False]","[False, True, True, True]",False,False,4.0,-495.5,719.4824528784562,-1561.0,-611.5,-199.5,-83.5,-22.0,3.0,-27.333333333333332,1415.188444460077,-1539.0,-674.0,191.0,728.5,1266.0,0,0,0,0,0.08502602205153884,0,0.09019914016159869,0,0.055248772458954036,0,0.09864571548259439,0,0.7775751751016045
battle of austerlitz;english language;united states;hip hop music;tupac shakur,battle of austerlitz,tupac shakur,4,4,1,2,0,1,1,1,2,"[0.059702203495248095, 0.1636756083880345, 0.07465012830427427, 0.09766881587136937]","[0.012354579945595716, 0.014560121912158183, 0.03222238459365511, 0.09766881587136937, 0.9999999999999979]","[True, False, True]","[True, True, True, True]",False,True,4.0,-667.75,704.588946360453,-1667.0,-875.75,-477.0,-269.0,-50.0,3.0,187.33333333333337,1193.44724782176,-1055.0,-381.5,292.0,808.5,1325.0,0,0,0,0,0.07958780276286145,0,0.07533801587621825,0,0.08320463523659956,0,0.11045771827628408,1,0.7807906269944853
bob marley;africa;rice;asia;people's republic of china;china,bob marley,giant panda,5,4,0,3,1,1,1,0,5,"[0.021712236778825937, 0.05580202264334406, 0.06496921147119125, 0.22675210673970284, 0.6813834030398858]","[0.013491847741561059, 0.09865200122460907, 0.05108988342540187, 0.21435976227652864, 0.6813834030398858, 1.0000000000000013]","[True, True, True, True]","[True, False, True, True, True]",True,False,5.0,-445.4,115.19027736749312,-581.0,-502.0,-454.0,-420.0,-270.0,4.0,-19.75,194.2479086116502,-184.0,-166.75,-63.5,83.5,232.0,1,0,0,1,0.08021219477789003,0,0.1016265514367078,0,0.12222426851132519,1,0.0814197946963586,0,0.24736616512771048
corundum;russia;united states;president of the united states;george washington,corundum,james garfield,4,4,0,4,1,0,0,0,4,"[0.018598077404442567, 0.24756651162775425, 0.3235514638662403, 0.23152627272029663]","[0.004367920660615008, 0.06418590210370012, 0.2006209110502504, 0.23152627272029663, 1.0000000000000016]","[True, True, False]","[True, True, True, True]",False,True,4.0,-686.25,670.4711651766489,-1654.0,-808.75,-491.0,-368.5,-109.0,3.0,139.33333333333334,1176.6912650875477,-1127.0,-390.5,346.0,772.5,1199.0,1,0,0,1,0.08618707645327248,0,0.12587691263821052,0,0.10252600156684911,0,0.1644553578774712,1,0.7409936146522925
banjul;mosque;india;sri lanka;sri lankan civil war,banjul,sri lankan civil war,4,4,1,1,1,1,2,0,3,"[0.024253832402039335, 0.040094327551634876, 0.12662432102403515, 0.33863986138019475]","[0.005363773509058194, 0.01309484979675146, 0.06506744052218241, 0.33863986138019475, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True,4.0,-249.75,291.50800446414274,-677.0,-315.5,-130.5,-64.75,-61.0,3.0,1.6666666666666667,558.3872610772324,-611.0,-238.5,134.0,308.0,482.0,0,0,0,0,0.09198627733883992,0,0.10106842767153154,0,0.06133039098224425,1,0.13460794665004788,1,0.6859807662632902
cotswolds;england;english language;united states;president of the united states;john f. kennedy;john f. kennedy assassination,cotswolds,john f. kennedy assassination,6,4,1,1,2,2,2,0,4,"[0.07245556482913322, 0.24744514090634143, 0.1636756083880345, 0.3235514638662403, 0.18575711399195827, 0.551643012093228]","[0.009065220778980537, 0.02497857930911377, 0.0166417953061427, 0.06602948599684216, 0.1796770145328029, 0.551643012093228, 0.9999999999999981]","[True, False, True, False, True]","[True, False, True, True, True, True]",False,False,6.0,-639.3333333333334,585.6629292235139,-1667.0,-765.25,-606.0,-200.0,-74.0,5.0,136.6,758.4934409736185,-899.0,-11.0,41.0,340.0,1212.0,0,0,0,0,0.04145183668767249,0,0.017634645207376294,0,0.04279803665997178,0,0.003264330443084242,0,0.264828072736602
sodium hydroxide;drinking water;earth;tropical cyclone;hurricane katrina;meteorological history of hurricane katrina,sodium hydroxide,meteorological history of hurricane katrina,5,4,1,1,0,2,2,1,2,"[0.060367803327461354, 0.08134578377335949, 0.08520607345509168, 0.3121796811468337, 0.7733137372096378]","[0.004973730081315423, 0.010546263858219771, 0.036658168463439875, 0.41705767095998136, 0.7733137372096378, 0.9999999999999989]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-153.8,114.121426559608,-318.0,-216.0,-131.0,-55.0,-49.0,4.0,-1.5,178.65889286570652,-269.0,-10.25,80.5,89.25,102.0,0,0,0,0,0.076560381538904,0,0.07250878252385377,0,0.047347870508483055,1,0.05115169613113717,1,0.45632508731437943
london underground;world war ii;united states;education in the united states;art;architecture;frank lloyd wright,london underground,frank lloyd wright,6,4,1,1,0,2,1,3,5,"[0.05604246901086233, 0.24978762959933554, 0.26873149331585383, 0.04670455594174756, 0.16217036551372685, 0.1519157625101621]","[0.026519621395542183, 0.03249609384229815, 0.06374781451848413, 0.04225584563348461, 0.03021893072342225, 0.1519157625101621, 1.0000000000000007]","[True, True, False, True, False]","[True, True, False, False, True, True]",False,False,6.0,-517.6666666666666,616.1060514770705,-1668.0,-643.75,-242.0,-155.25,-50.0,5.0,142.0,810.9978421672896,-908.0,45.0,94.0,106.0,1373.0,0,0,0,0,0.050056964316482495,0,0.06518973600746665,0,0.05332490601150366,0,0.004042278737701907,0,0.18581160728335372
gliese 876 c;planet;earth;africa;south africa;nelson mandela,gliese 876 c,nelson mandela,5,4,1,1,0,3,0,2,4,"[0.23281583759601565, 0.27185376332025557, 0.09484044748725055, 0.5288559985334571, 0.19204783166425526]","[0.0032311329378031566, 0.008503285609867411, 0.02076382793852341, 0.09868403950360613, 0.19204783166425526, 1.0000000000000013]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-330.0,224.6686448973243,-593.0,-521.0,-312.0,-133.0,-91.0,4.0,-10.5,307.18561164221217,-281.0,-236.0,-74.5,151.0,388.0,0,0,0,0,0.07036306534505898,0,0.04795646046898816,0,0.06330934649042859,0,0.038294882845349855,1,0.3938616202934251
francis of assisi;france;north sea;ice sheet;sea level rise;global warming;ozone depletion,francis of assisi,ozone depletion,6,4,1,2,0,1,1,3,3,"[0.0401206706173199, 0.07934242948663214, 0.12291283045006554, 0.35614282139717685, 0.19978932281561218, 0.1883147679750028]","[0.004859852238331961, 0.018079262047243718, 0.00838064941166904, 0.0369081675691692, 0.043386099802343175, 0.1883147679750028, 0.9999999999999986]","[True, True, True, False, False]","[True, False, True, True, True, True]",False,False,6.0,-218.83333333333337,372.90879135073584,-974.0,-134.25,-67.5,-36.0,-22.0,5.0,186.4,363.7764423378732,-71.0,12.0,51.0,114.0,826.0,0,0,0,0,0.055059701064389725,0,0.060678522233035194,0,0.0700849194101453,0,0.009658814030057104,0,0.21643567135219727
